"symbol","logFC","P.Value","chr","description"
"Arfip2",0.0996075438921311,0.4544,"7","ADP-ribosylation factor interacting protein 2"
"Gjb1",0.0995679938628706,0.6712,"X","gap junction protein, beta 1"
"Jade3",-0.0995667317362789,0.4428,"X","jade family PHD finger 3"
"Eloc",0.0995565459101,0.5272,"1","elongin C"
"Ykt6",0.0995539950965805,0.3804,"11","YKT6 v-SNARE homolog (S. cerevisiae)"
"Katnal1",-0.0995247590748232,0.37,"5","katanin p60 subunit A-like 1"
"Ccdc142",0.0995120785727388,0.6064,"6","coiled-coil domain containing 142"
"2210016F16Rik",0.0994931061689939,0.7272,"13","RIKEN cDNA 2210016F16 gene"
"Gpx3",0.0994682062347196,0.7188,"11","glutathione peroxidase 3"
"6030458C11Rik",-0.0994677324165227,0.5132,"15","RIKEN cDNA 6030458C11 gene"
"Gfm2",0.099446202806349,0.462,"13","G elongation factor, mitochondrial 2"
"Cinp",0.0994456793445542,0.5068,"12","cyclin-dependent kinase 2 interacting protein"
"Psrc1",0.0994102253097608,0.3784,"3","proline/serine-rich coiled-coil 1"
"Ppp1ccb",-0.099408383409973,0.6096,"7","protein phosphatase 1 catalytic subunit gamma B"
"Zc2hc1a",-0.0993930455717447,0.6752,"3","zinc finger, C2HC-type containing 1A"
"1500015A07Rik",-0.0993914488975172,0.6876,"18","RIKEN cDNA 1500015A07 gene"
"Smap2",-0.0993903442083877,0.4176,"4","small ArfGAP 2"
"Alg8",-0.0993759172479196,0.364,"7","asparagine-linked glycosylation 8 (alpha-1,3-glucosyltransferase)"
"Neat1",-0.0993602530046429,0.5176,"19","nuclear paraspeckle assembly transcript 1 (non-protein coding)"
"Smg7",-0.0992931078328425,0.1924,"1","SMG7 nonsense mediated mRNA decay factor"
"Psmd2",0.0992683559022449,0.2936,"16","proteasome (prosome, macropain) 26S subunit, non-ATPase, 2"
"Grin2c",0.0992679561740761,0.664,"11","glutamate receptor, ionotropic, NMDA2C (epsilon 3)"
"Tfrc",0.0992542673855636,0.5592,"16","transferrin receptor"
"Epn3",0.099208721193186,0.7828,"11","epsin 3"
"Dusp14",0.0992028554413924,0.5848,"11","dual specificity phosphatase 14"
"Sgta",0.0991807660005373,0.328,"10","small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha"
"Zfp11",-0.0991793376277967,0.6344,"5","zinc finger protein 11"
"Insyn2a",-0.0991659783679832,0.6648,"7","inhibitory synaptic factor 2A"
"Syn1",-0.0991435056511278,0.6012,"X","synapsin I"
"Gtf2a1",-0.0991414972480245,0.538,"12","general transcription factor II A, 1"
"Vamp3",0.0991350405074227,0.4948,"4","vesicle-associated membrane protein 3"
"Med17",-0.0991212730610815,0.7272,"9","mediator complex subunit 17"
"Pkdcc",0.0990930761380984,0.5384,"17","protein kinase domain containing, cytoplasmic"
"Ccdc9",0.0990928867123246,0.7324,"7","coiled-coil domain containing 9"
"Cfdp1",0.0990884553317457,0.6976,"8","craniofacial development protein 1"
"Fbxl3",-0.0990753339352581,0.6772,"14","F-box and leucine-rich repeat protein 3"
"Pdk3",-0.0990613432637035,0.3428,"X","pyruvate dehydrogenase kinase, isoenzyme 3"
"Pth1r",-0.0989959924863506,0.7304,"9","parathyroid hormone 1 receptor"
"Chrnb2",0.0989875062107251,0.3852,"3","cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)"
"Bub3",-0.0988971721405063,0.3452,"7","BUB3 mitotic checkpoint protein"
"Psmf1",0.0988700818405297,0.4476,"2","proteasome (prosome, macropain) inhibitor subunit 1"
"Sned1",-0.0988666276355641,0.7932,"1","sushi, nidogen and EGF-like domains 1"
"Zcchc24",0.0988243645921303,0.5492,"14","zinc finger, CCHC domain containing 24"
"Tubg1",0.098773499703448,0.606,"11","tubulin, gamma 1"
"Ttc4",-0.0987240151721673,0.3244,"4","tetratricopeptide repeat domain 4"
"Snx7",-0.0987020586836556,0.766,"3","sorting nexin 7"
"Mkks",0.0986589802422335,0.1028,"2","McKusick-Kaufman syndrome"
"Elovl6",-0.0986567386339017,0.8848,"3","ELOVL family member 6, elongation of long chain fatty acids (yeast)"
"Zfp212",0.0986438960272489,0.1592,"6","Zinc finger protein 212"
"Gpd1",0.0986213547758084,0.5028,"15","glycerol-3-phosphate dehydrogenase 1 (soluble)"
"Wdr3",0.0986207859515789,0.4528,"3","WD repeat domain 3"
"Sbk1",0.0986179943544059,0.5664,"7","SH3-binding kinase 1"
"Cmtr2",0.0985626486043802,0.5552,"8","cap methyltransferase 2"
"Ampd2",0.0985558620596327,0.1016,"3","adenosine monophosphate deaminase 2"
"Mcf2l",-0.0985140011383301,0.214,"8","mcf.2 transforming sequence-like"
"Stxbp1",-0.0984904568444449,0.2064,"2","syntaxin binding protein 1"
"8430429K09Rik",0.0984704532245506,0.4988,"11","RIKEN cDNA 8430429K09 gene"
"Tfdp1",-0.098418166405148,0.9824,"8","transcription factor Dp 1"
"Srd5a1",0.0984044562800017,0.4888,"13","steroid 5 alpha-reductase 1"
"Scaf1",0.098390711212188,0.7108,"7","SR-related CTD-associated factor 1"
"Grpel1",0.0983873988025126,0.504,"5","GrpE-like 1, mitochondrial"
"Zfp354c",-0.098367535679583,0.5892,"11","zinc finger protein 354C"
"Mroh1",0.098354571979308,0.5896,"15","maestro heat-like repeat family member 1"
"Phf13",-0.0983413328702865,0.2556,"4","PHD finger protein 13"
"Klhl17",0.0982865484537099,0.5104,"4","kelch-like 17"
"Aldh4a1",0.0982596067908874,0.3544,"4","aldehyde dehydrogenase 4 family, member A1"
"Tasp1",-0.0982399706475401,0.8084,"2","taspase, threonine aspartase 1"
"Lnx2",-0.0982273051819451,0.5832,"5","ligand of numb-protein X 2"
"Ap2b1",0.0982208431443752,0.2732,"11","adaptor-related protein complex 2, beta 1 subunit"
"Aoc2",0.0982034821527176,0.6248,"11","amine oxidase, copper containing 2 (retina-specific)"
"Syp",0.0981840090899713,0.5364,"X","synaptophysin"
"Rfc5",0.0981413030272171,0.4484,"5","replication factor C (activator 1) 5"
"Nsun6",-0.0981407106103749,0.3624,"2","NOL1/NOP2/Sun domain family member 6"
"Npc1",-0.0981316525693812,0.226,"18","NPC intracellular cholesterol transporter 1"
"Morf4l1",-0.0981138785871059,0.7676,"9","mortality factor 4 like 1"
"Morf4l1",-0.0981138785871059,0.7676,"9","mortality factor 4 like 1"
"Ctu1",0.0981089093813359,0.4392,"7","cytosolic thiouridylase subunit 1"
"Rpa3",0.0981047245748337,0.6296,"6","replication protein A3"
"Tmco3",-0.0980968201785499,0.5384,"8","transmembrane and coiled-coil domains 3"
"Cyp4v3",-0.0980927007521046,0.678,"8","cytochrome P450, family 4, subfamily v, polypeptide 3"
"Cdc42bpb",0.0980726244053729,0.4216,"12","CDC42 binding protein kinase beta"
"Srprb",0.0980550566655483,0.2816,"9","signal recognition particle receptor, B subunit"
"Cacnb2",-0.0980394208787336,0.7048,"2","calcium channel, voltage-dependent, beta 2 subunit"
"Tepsin",0.0980157544179239,0.6064,"11","TEPSIN, adaptor related protein complex 4 accessory protein"
"Irs1",-0.097990724348934,0.3952,"1","insulin receptor substrate 1"
"Vat1",0.0979587297659439,0.574,"11","vesicle amine transport 1"
"Ncapg2",-0.0979455362254897,0.6408,"12","non-SMC condensin II complex, subunit G2"
"Sigmar1",0.0979382840740799,0.2952,"4","sigma non-opioid intracellular receptor 1"
"Ado",0.0979104201017744,0.3632,"10","2-aminoethanethiol (cysteamine) dioxygenase"
"Zap70",0.097903862933145,0.39,"1","zeta-chain (TCR) associated protein kinase"
"Cep170b",0.0978710302967887,0.1836,"12","centrosomal protein 170B"
"Scaf8",-0.0977402756006969,0.6512,"17","SR-related CTD-associated factor 8"
"Szt2",0.0977180994525666,0.6716,"4","SZT2 subunit of KICSTOR complex"
"Ppil2",0.0977155294657361,0.4596,"16","peptidylprolyl isomerase (cyclophilin)-like 2"
"Unc13b",-0.0977019311406497,0.69,"4","unc-13 homolog B"
"Zfp811",-0.097691223075159,0.336,"17","zinc finger protein 811"
"Tmem201",0.0976417055549073,0.4056,"4","transmembrane protein 201"
"Dhx37",0.0976267663164165,0.4528,"5","DEAH (Asp-Glu-Ala-His) box polypeptide 37"
"Eln",-0.0976022963147387,0.7456,"5","elastin"
"Ldhb",0.0975793234888638,0.6732,"6","lactate dehydrogenase B"
"Mon2",-0.0975702008831965,0.6504,"10","MON2 homolog, regulator of endosome to Golgi trafficking"
"Rnf24",-0.0975692319086692,0.6052,"2","ring finger protein 24"
"Exog",0.0975558561987881,0.214,"9","endo/exonuclease (5'-3'), endonuclease G-like"
"Pigf",-0.0975332799323629,0.78,"17","phosphatidylinositol glycan anchor biosynthesis, class F"
"Hibch",-0.0974865828187785,0.2736,"1","3-hydroxyisobutyryl-Coenzyme A hydrolase"
"Lin7a",-0.0974652851308457,0.5816,"10","lin-7 homolog A, crumbs cell polarity complex component"
"St6galnac3",0.0973597462091806,0.4576,"3","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"
"Egr4",0.0973525900464471,0.6832,"6","early growth response 4"
"Ufl1",-0.0973492259155826,0.5932,"4","UFM1 specific ligase 1"
"Dbt",-0.0973354501906538,0.3552,"3","dihydrolipoamide branched chain transacylase E2"
"Mmp14",0.0973328867635557,0.6296,"14","matrix metallopeptidase 14 (membrane-inserted)"
"Rbm11",-0.0973307334555189,0.436,"16","RNA binding motif protein 11"
"Ppil3",0.0972932000966207,0.476,"1","peptidylprolyl isomerase (cyclophilin)-like 3"
"Slc30a9",0.0972592496890625,0.0252,"5","solute carrier family 30 (zinc transporter), member 9"
"Mettl5",0.0972585542082669,0.5836,"2","methyltransferase like 5"
"Zbtb43",-0.0972464011821028,0.6172,"2","zinc finger and BTB domain containing 43"
"Cenpp",0.0972459857430044,0.7248,"13","centromere protein P"
"Plrg1",0.0972288381246775,0.4108,"3","pleiotropic regulator 1"
"Wwp2",0.0972193498305076,0.666,"8","WW domain containing E3 ubiquitin protein ligase 2"
"Phax",0.0972054030022527,0.5752,"18","phosphorylated adaptor for RNA export"
"Kpnb1",-0.097164404862478,0.422,"11","karyopherin (importin) beta 1"
"Nos1",-0.0971584675722399,0.7024,"5","nitric oxide synthase 1, neuronal"
"Cdk5rap1",0.0971367155685119,0.5264,"2","CDK5 regulatory subunit associated protein 1"
"Nav3",-0.0970981305285727,0.7308,"10","neuron navigator 3"
"Sdcbp",-0.0970890643664131,0.9768,"4","syndecan binding protein"
"Ramac",-0.0970858190506547,0.6496,"7","RNA guanine-7 methyltransferase activating subunit"
"Wfs1",-0.0970857402822407,0.7672,"5","wolframin ER transmembrane glycoprotein"
"Kcnk10",-0.0970829615526361,0.4224,"12","potassium channel, subfamily K, member 10"
"Syt11",0.0970757747273669,0.3688,"3","synaptotagmin XI"
"Mpp2",-0.0970609993071436,0.3724,"11","membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)"
"Dcun1d5",0.0970229501304649,0.3692,"9","DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)"
"Hps3",-0.0970131557766862,0.5024,"3","HPS3, biogenesis of lysosomal organelles complex 2 subunit 1"
"Cdkn1c",-0.0970054188185201,0.9196,"7","cyclin-dependent kinase inhibitor 1C (P57)"
"Trir",0.0969941183673608,0.7192,"8","telomerase RNA component interacting RNase"
"Mrnip",0.0969501552589178,0.6992,"11","MRN complex interacting protein"
"Dyrk1a",-0.0969501324608331,0.3392,"16","dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a"
"Bves",-0.0969127359001485,0.5668,"10","blood vessel epicardial substance"
"Gm20751",-0.0968355869889548,0.8824,"13","predicted gene, 20751"
"Klhl24",-0.0968147569913516,0.8396,"16","kelch-like 24"
"Ints1",0.0968106842840752,0.5868,"5","integrator complex subunit 1"
"Abcf3",0.0967828543056948,0.1692,"16","ATP-binding cassette, sub-family F (GCN20), member 3"
"Kcnb1",-0.0967580713168417,0.526,"2","potassium voltage gated channel, Shab-related subfamily, member 1"
"Ap3b1",-0.0967525256551065,0.5216,"13","adaptor-related protein complex 3, beta 1 subunit"
"Dpp10",-0.0967385946507728,0.856,"1","dipeptidylpeptidase 10"
"Pigk",0.0967315786037775,0.4124,"3","phosphatidylinositol glycan anchor biosynthesis, class K"
"S100a10",-0.0967037496636309,0.7956,"3","S100 calcium binding protein A10 (calpactin)"
"Mtx2",0.0966697931694549,0.3612,"2","metaxin 2"
"B3glct",-0.0966659877272575,0.4936,"5","beta-3-glucosyltransferase"
"Brinp3",-0.0966265654717353,0.7996,"1","bone morphogenetic protein/retinoic acid inducible neural specific 3"
"Cetn2",0.0965959270209034,0.3984,"X","centrin 2"
"Septin4",0.0965676686474994,0.72,"11","septin 4"
"Gltp",0.0965527848024736,0.6612,"5","glycolipid transfer protein"
"Gba2",0.0964983149016767,0.202,"4","glucosidase beta 2"
"Ndp",-0.0964969762396772,0.4732,"X","Norrie disease (pseudoglioma) (human)"
"Dpm1",0.0964645348091149,0.5376,"2","dolichol-phosphate (beta-D) mannosyltransferase 1"
"Wdr75",-0.0964573404862392,0.4268,"1","WD repeat domain 75"
"Eif2ak1",-0.096447393290787,0.2828,"5","eukaryotic translation initiation factor 2 alpha kinase 1"
"Clk4",-0.0964429729150229,0.6404,"11","CDC like kinase 4"
"Vps11",0.0964336537684556,0.1332,"9","VPS11, CORVET/HOPS core subunit"
"Zmynd19",0.0964218968539567,0.2504,"2","zinc finger, MYND domain containing 19"
"Tmem109",0.0964215056827147,0.5124,"19","transmembrane protein 109"
"Rnf157",0.0964097806524027,0.4216,"11","ring finger protein 157"
"Abcb4",0.0963996013212101,0.4604,"5","ATP-binding cassette, sub-family B (MDR/TAP), member 4"
"D630023F18Rik",0.0963467540229002,0.3056,"1","RIKEN cDNA D630023F18 gene"
"Spred3",-0.0963392413048654,0.4904,"7","sprouty-related EVH1 domain containing 3"
"Rnf168",-0.0963343231447871,0.426,"16","ring finger protein 168"
"Slc25a5",0.0963283464358851,0.3436,"X","solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5"
"Zfp654",-0.0963249903111816,0.7152,"16","zinc finger protein 654"
"H3f3a",-0.0963156222742505,0.556,"1","H3.3 histone A"
"Sacm1l",-0.0963023865637238,0.4808,"9","SAC1 suppressor of actin mutations 1-like (yeast)"
"Cds1",-0.0962782272432605,0.6172,"5","CDP-diacylglycerol synthase 1"
"Dpp9",-0.0962686693658377,0.164,"17","dipeptidylpeptidase 9"
"Lbh",-0.096265522916883,0.5064,"17","limb-bud and heart"
"Prr13",0.0962149776704608,0.62,"15","proline rich 13"
"Nfyc",0.096207994811496,0.5416,"4","nuclear transcription factor-Y gamma"
"Hmces",0.0961736785987908,0.6996,"6","5-hydroxymethylcytosine (hmC) binding, ES cell specific"
"Bmt2",-0.096160900733417,0.2756,"6","base methyltransferase of 25S rRNA 2"
"2810004N23Rik",0.0961204355486984,0.4204,"8","RIKEN cDNA 2810004N23 gene"
"Clip1",-0.0961203674509008,0.8004,"5","CAP-GLY domain containing linker protein 1"
"Ttll3",0.0961151085254306,0.5728,"6","tubulin tyrosine ligase-like family, member 3"
"Hsd17b4",-0.0960761370501402,0.4532,"18","hydroxysteroid (17-beta) dehydrogenase 4"
"Phb",0.0960368419319009,0.7216,"11","prohibitin"
"Aifm3",0.0960350092600279,0.6972,"16","apoptosis-inducing factor, mitochondrion-associated 3"
"Tctn2",0.0960211185480873,0.1448,"5","tectonic family member 2"
"Cit",-0.0959289561950003,0.8024,"5","citron"
"Pwp1",-0.0959041553037574,0.496,"10","PWP1 homolog, endonuclein"
"N6amt1",0.0958987285874917,0.3532,"16","N-6 adenine-specific DNA methyltransferase 1 (putative)"
"Apoe",0.0958878087190254,0.74,"7","apolipoprotein E"
"Nfe2l1",0.0958592460778309,0.26,"11","nuclear factor, erythroid derived 2,-like 1"
"Naxd",0.0958285704163533,0.6272,"8","NAD(P)HX dehydratase"
"Zfp276",0.095782723562162,0.4864,"8","zinc finger protein (C2H2 type) 276"
"Aimp2",0.0957552379376079,0.5088,"5","aminoacyl tRNA synthetase complex-interacting multifunctional protein 2"
"Crat",0.0957390440251178,0.5708,"2","carnitine acetyltransferase"
"Rbms2",0.0957313669118269,0.5004,"10","RNA binding motif, single stranded interacting protein 2"
"Trim68",0.0957313065959728,0.6828,"7","tripartite motif-containing 68"
"Hdlbp",-0.0957015297623753,0.674,"1","high density lipoprotein (HDL) binding protein"
"Appl2",-0.095698425802726,0.3584,"10","adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2"
"Gpr63",-0.0956801517472567,0.8664,"4","G protein-coupled receptor 63"
"Abcc10",0.0956745922548929,0.5872,"17","ATP-binding cassette, sub-family C (CFTR/MRP), member 10"
"Brms1l",-0.0955546046517153,0.8908,"12","breast cancer metastasis-suppressor 1-like"
"C4b",-0.0955534325486287,0.7188,"17","complement component 4B (Chido blood group)"
"Cpped1",-0.0955480857534985,0.336,"16","calcineurin-like phosphoesterase domain containing 1"
"St6galnac5",-0.0955468655265106,0.524,"3","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5"
"1700030K09Rik",-0.0955374622252458,0.5932,"8","RIKEN cDNA 1700030K09 gene"
"Wls",-0.0955134693043518,0.668,"3","wntless WNT ligand secretion mediator"
"Sptssa",0.095463179819447,0.4164,"12","serine palmitoyltransferase, small subunit A"
"Mical3",-0.0954121532853387,0.5092,"6","microtubule associated monooxygenase, calponin and LIM domain containing 3"
"Ofd1",-0.0954112600275154,0.3568,"X","OFD1, centriole and centriolar satellite protein"
"Fam107a",0.0953930920121522,0.5336,"14","family with sequence similarity 107, member A"
"Heatr3",0.095378185732363,0.3364,"8","HEAT repeat containing 3"
"Ttl",0.0953722173948313,0.2956,"2","tubulin tyrosine ligase"
"Entpd7",-0.0953721943609924,0.7064,"19","ectonucleoside triphosphate diphosphohydrolase 7"
"Scg5",0.0953614470195125,0.4664,"2","secretogranin V"
"Rer1",0.0953432922432418,0.3928,"4","retention in endoplasmic reticulum sorting receptor 1"
"Ncoa4",-0.0952797109496002,0.8028,"14","nuclear receptor coactivator 4"
"Ppif",0.0952701158821174,0.6444,"14","peptidylprolyl isomerase F (cyclophilin F)"
"Otub2",0.0952633616764134,0.1656,"12","OTU domain, ubiquitin aldehyde binding 2"
"Rab12",-0.0951943946471898,0.4668,"17","RAB12, member RAS oncogene family"
"Slc16a2",-0.0951784972926273,0.6676,"X","solute carrier family 16 (monocarboxylic acid transporters), member 2"
"Eef2k",0.0951768705035194,0.4208,"7","eukaryotic elongation factor-2 kinase"
"Stag1",-0.0951584968060262,0.4896,"9","stromal antigen 1"
"Ccdc28a",0.0950955418837509,0.5756,"10","coiled-coil domain containing 28A"
"Arrdc3",-0.0950897291125488,0.638,"13","arrestin domain containing 3"
"Tomm20",0.0950850760486412,0.146,"8","translocase of outer mitochondrial membrane 20"
"Nphp4",0.0950751660212887,0.5228,"4","nephronophthisis 4 (juvenile) homolog (human)"
"Hsbp1",0.0950571463383518,0.6068,"8","heat shock factor binding protein 1"
"Sec14l5",0.0950398981833542,0.7424,"16","SEC14-like lipid binding 5"
"Gm10033",-0.0950155440480009,0.7156,"8","predicted gene 10033"
"Polrmt",0.0949931400292554,0.5556,"10","polymerase (RNA) mitochondrial (DNA directed)"
"Wdr25",0.094979616335725,0.51,"12","WD repeat domain 25"
"Pdzrn3",-0.0949627943715239,0.538,"6","PDZ domain containing RING finger 3"
"Cpsf1",0.0949597026176647,0.4836,"15","cleavage and polyadenylation specific factor 1"
"Myg1",0.0949232947138441,0.5604,"15","melanocyte proliferating gene 1"
"Bcl2l2",0.094905728832078,0.4884,"14","BCL2-like 2"
"Rbms3",-0.0948913349065981,0.8696,"9","RNA binding motif, single stranded interacting protein"
"Ctnnal1",0.0948815450641165,0.5064,"4","catenin (cadherin associated protein), alpha-like 1"
"Nop58",-0.0948795256197901,0.4308,"1","NOP58 ribonucleoprotein"
"Ttc3",-0.0948147203237255,0.586,"16","tetratricopeptide repeat domain 3"
"St3gal5",0.0948106917236275,0.1828,"6","ST3 beta-galactoside alpha-2,3-sialyltransferase 5"
"Baz2a",-0.0948083181687061,0.6032,"10","bromodomain adjacent to zinc finger domain, 2A"
"Lpgat1",-0.0948053512325986,0.7192,"1","lysophosphatidylglycerol acyltransferase 1"
"Nub1",0.094773776589725,0.584,"5","negative regulator of ubiquitin-like proteins 1"
"Sh3bgrl3",0.094769973416498,0.7952,"4","SH3 domain binding glutamic acid-rich protein-like 3"
"Pdcd7",0.0947414501726049,0.4396,"9","programmed cell death 7"
"Dpp3",0.0947265685986043,0.41,"19","dipeptidylpeptidase 3"
"Emc3",0.0947179098546256,0.3988,"6","ER membrane protein complex subunit 3"
"Crlf3",0.094717601409831,0.4156,"11","cytokine receptor-like factor 3"
"Olfm4",0.0946954655378258,0.8328,"14","olfactomedin 4"
"Zmym4",-0.094684515722812,0.4248,"4","zinc finger, MYM-type 4"
"Pinx1",0.094636567534284,0.6704,"14","PIN2/TERF1 interacting, telomerase inhibitor 1"
"Swt1",-0.0946232932215261,0.434,"1","SWT1 RNA endoribonuclease homolog (S. cerevisiae)"
"Nrp1",-0.0946169738301039,0.2492,"8","neuropilin 1"
"Dvl1",0.0945942557535293,0.4524,"4","dishevelled segment polarity protein 1"
"Epb41l1",0.0945910786988442,0.4696,"2","erythrocyte membrane protein band 4.1 like 1"
"Rnf25",0.0945900794768537,0.6824,"1","ring finger protein 25"
"Myh14",0.0945824319580284,0.736,"7","myosin, heavy polypeptide 14"
"Ccdc166",-0.0945771499296111,0.57,"15","coiled-coil domain containing 166"
"Mrpl15",0.0945757657311086,0.4536,"1","mitochondrial ribosomal protein L15"
"Idh3g",0.0945657748257052,0.4436,"X","isocitrate dehydrogenase 3 (NAD+), gamma"
"Slc25a22",0.0945632590718599,0.5168,"7","solute carrier family 25 (mitochondrial carrier, glutamate), member 22"
"Sdhd",0.0945599391120933,0.4764,"9","succinate dehydrogenase complex, subunit D, integral membrane protein"
"Stc2",0.094554149911906,0.748,"11","stanniocalcin 2"
"4833422C13Rik",0.0945503355131754,0.7288,"13","RIKEN cDNA 4833422C13 gene"
"Sema4a",0.0945347052183987,0.4116,"3","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A"
"Gjc3",-0.094478312355502,0.5636,"5","gap junction protein, gamma 3"
"Arhgap42",-0.0944698549253098,0.5128,"9","Rho GTPase activating protein 42"
"Mrps5",-0.0944616719952203,0.1748,"2","mitochondrial ribosomal protein S5"
"Zcchc12",0.0943827861592865,0.4764,"X","zinc finger, CCHC domain containing 12"
"Gm13446",-0.0943819776416204,0.6156,"2","predicted gene 13446"
"Tigar",-0.094366857279705,0.37,"6","Trp53 induced glycolysis regulatory phosphatase"
"Fam136a",0.0943387936736544,0.3924,"6","family with sequence similarity 136, member A"
"Fam136a",0.0943387936736544,0.3924,"6","family with sequence similarity 136, member A"
"Mbip",-0.0943261365036685,0.5628,"12","MAP3K12 binding inhibitory protein 1"
"Hfe",0.0943024969017192,0.6508,"13","homeostatic iron regulator"
"Tfr2",0.0942893824301456,0.3576,"5","transferrin receptor 2"
"Tmem87a",-0.0942885983109516,0.286,"2","transmembrane protein 87A"
"Rrp1",0.0942770892782825,0.5416,"10","ribosomal RNA processing 1"
"Rab35",0.094243663954062,0.4712,"5","RAB35, member RAS oncogene family"
"Alg14",0.0942220429346086,0.5168,"3","asparagine-linked glycosylation 14"
"Mtmr9",-0.0942085302273039,0.7996,"14","myotubularin related protein 9"
"Zic1",-0.0941579576376586,0.7832,"9","zinc finger protein of the cerebellum 1"
"Hexim2",-0.0941516823123312,0.5524,"11","hexamethylene bis-acetamide inducible 2"
"Col4a1",-0.0941350183606735,0.796,"8","collagen, type IV, alpha 1"
"Camk2b",0.0941303047419133,0.3544,"11","calcium/calmodulin-dependent protein kinase II, beta"
"9330102E08Rik",0.0940994643092719,0.5832,"6","RIKEN cDNA 9330102E08 gene"
"Fgd3",-0.0940988041621771,0.5604,"13","FYVE, RhoGEF and PH domain containing 3"
"Hebp1",0.094084320153712,0.5056,"6","heme binding protein 1"
"Maob",-0.0940691639153259,0.2936,"X","monoamine oxidase B"
"Bco2",0.0940671101391355,0.3752,"9","beta-carotene oxygenase 2"
"Rab3gap2",-0.094059516532119,0.6176,"1","RAB3 GTPase activating protein subunit 2"
"Rmnd5a",-0.0940588036928869,0.6128,"6","required for meiotic nuclear division 5 homolog A"
"Mfn1",0.0940345912998977,0.3624,"3","mitofusin 1"
"Nr4a3",-0.0939618755874649,0.7748,"4","nuclear receptor subfamily 4, group A, member 3"
"Sc5d",-0.0939438894544926,0.536,"9","sterol-C5-desaturase"
"Pamr1",-0.0939356881205171,0.76,"2","peptidase domain containing associated with muscle regeneration 1"
"Pgam2",0.0939341814156904,0.732,"11","phosphoglycerate mutase 2"
"Smad1",-0.0939159291960916,0.7212,"8","SMAD family member 1"
"Ppm1b",-0.0939054112362463,0.0988,"17","protein phosphatase 1B, magnesium dependent, beta isoform"
"Snx21",0.093872949937686,0.6424,"2","sorting nexin family member 21"
"Ppp2r2d",0.0938709417969434,0.4312,"7","protein phosphatase 2, regulatory subunit B, delta"
"Tnfaip8l1",-0.0938613594925575,0.636,"17","tumor necrosis factor, alpha-induced protein 8-like 1"
"Mkrn2",0.0938472042135681,0.1484,"6","makorin, ring finger protein, 2"
"Zfp61",0.0938402792271056,0.5576,"7","zinc finger protein 61"
"Lacc1",0.0937898986430363,0.6164,"14","laccase domain containing 1"
"Slc7a6",0.0937888078918681,0.6216,"8","solute carrier family 7 (cationic amino acid transporter, y+ system), member 6"
"Gabrb1",-0.0937879671755537,0.6036,"5","gamma-aminobutyric acid (GABA) A receptor, subunit beta 1"
"Yap1",-0.0937731205352677,0.3936,"9","yes-associated protein 1"
"Fam184b",0.0937241256128321,0.622,"5","family with sequence similarity 184, member B"
"Chka",0.0937127281772021,0.6144,"19","choline kinase alpha"
"Rab39b",-0.0936677954879395,0.7396,"X","RAB39B, member RAS oncogene family"
"Eif1b",0.0936489016794946,0.6788,"9","eukaryotic translation initiation factor 1B"
"Gabpb2",-0.0935919972696508,0.7392,"3","GA repeat binding protein, beta 2"
"Rnase4",0.0935919369646303,0.8096,"14","ribonuclease, RNase A family 4"
"Rnf103",-0.0935613294899547,0.6388,"6","ring finger protein 103"
"Ncapd2",0.0935583889168674,0.678,"6","non-SMC condensin I complex, subunit D2"
"Fbxl2",0.0935285104701977,0.3748,"9","F-box and leucine-rich repeat protein 2"
"Adipor1",0.0935005248067657,0.1652,"1","adiponectin receptor 1"
"Med31",-0.093491019163034,0.68,"11","mediator complex subunit 31"
"Wdfy2",-0.0934438445800905,0.7972,"14","WD repeat and FYVE domain containing 2"
"Shisa7",-0.0934166557064273,0.6896,"7","shisa family member 7"
"Trim17",-0.0934002819900499,0.4032,"11","tripartite motif-containing 17"
"Ppp1r15a",0.0933752261680603,0.438,"7","protein phosphatase 1, regulatory subunit 15A"
"Acvrl1",0.0932757824105597,0.684,"15","activin A receptor, type II-like 1"
"Tm9sf1",0.0932484301509051,0.3896,"14","transmembrane 9 superfamily member 1"
"Slk",-0.0932464311476577,0.6708,"19","STE20-like kinase"
"Foxj2",-0.0932399228387162,0.3148,"6","forkhead box J2"
"C77080",0.0932024130898164,0.1916,"4","expressed sequence C77080"
"Ezr",-0.0931738365252377,0.1972,"17","ezrin"
"Ppt1",-0.093160031947737,0.3736,"4","palmitoyl-protein thioesterase 1"
"AA414768",-0.0931503794632258,0.6404,"X","expressed sequence AA414768"
"Slc30a10",-0.0931170672510531,0.224,"1","solute carrier family 30, member 10"
