"symbol","logFC","P.Value","chr","description"
"Stimate",0.229614386148382,0.2424,"14","STIM activating enhancer"
"Rps24",0.229538377077361,0.5992,"14","ribosomal protein S24"
"Slc25a28",0.229525781090203,0.4756,"19","solute carrier family 25, member 28"
"Soga3",-0.229475493267448,0.5532,"10","SOGA family member 3"
"Tmem100",-0.229436645242511,0.1512,"11","transmembrane protein 100"
"Dhx35",0.229410768678284,0.0772,"2","DEAH (Asp-Glu-Ala-His) box polypeptide 35"
"Ndufb9",0.229406664690774,0.5068,"15","NADH:ubiquinone oxidoreductase subunit B9"
"Cpsf4",0.229400809401521,0.4208,"5","cleavage and polyadenylation specific factor 4"
"Peg10",-0.229280767761487,0.1136,"6","paternally expressed 10"
"Rpl27a",0.229242213425635,0.528,"7","ribosomal protein L27A"
"Fcho2",-0.229177760002921,0.372,"13","FCH domain only 2"
"Prag1",-0.229153152353199,0.1968,"8","PEAK1 related kinase activating pseudokinase 1"
"Pigyl",0.229082621772408,0.358,"9","phosphatidylinositol glycan anchor biosynthesis, class Y-like"
"Gpr3",0.229072424945219,0.3516,"4","G-protein coupled receptor 3"
"Pcdhb9",-0.22904910739077,0.4276,"18","protocadherin beta 9"
"Cdr2",0.229040197527316,0.4624,"7","cerebellar degeneration-related 2"
"Far1",-0.229004009452362,0.2748,"7","fatty acyl CoA reductase 1"
"Med28",0.228983023779346,0.2636,"5","mediator complex subunit 28"
"Cemip2",-0.228942289759495,0.2632,"19","cell migration inducing hyaluronidase 2"
"Acaa1a",0.228926755463631,0.404,"9","acetyl-Coenzyme A acyltransferase 1A"
"Slc13a4",-0.228887626066477,0.7244,"6","solute carrier family 13 (sodium/sulfate symporters), member 4"
"Xist",-0.228802159961161,0.5856,"X","inactive X specific transcripts"
"Phc3",-0.228669614998529,0.3692,"3","polyhomeotic 3"
"Wnt7b",0.228649311695159,0.2568,"15","wingless-type MMTV integration site family, member 7B"
"Pde3b",-0.228561733507206,0.4892,"7","phosphodiesterase 3B, cGMP-inhibited"
"Tmem200a",-0.228550142348451,0.346,"10","transmembrane protein 200A"
"Herc6",-0.228523228860239,0.3556,"6","hect domain and RLD 6"
"Slbp",-0.228486069579097,0.2492,"5","stem-loop binding protein"
"Mrpl34",0.228373246295853,0.462,"8","mitochondrial ribosomal protein L34"
"1700048O20Rik",0.228357419528058,0.5464,"9","RIKEN cDNA 1700048O20 gene"
"Ankrd34b",-0.228357177189973,0.5416,"13","ankyrin repeat domain 34B"
"3110082I17Rik",0.228114840824854,0.1316,"5","RIKEN cDNA 3110082I17 gene"
"Slc25a15",0.228098237455112,0.0488,"8","solute carrier family 25 (mitochondrial carrier ornithine transporter), member 15"
"Slc46a1",0.22807389190154,0.368,"11","solute carrier family 46, member 1"
"Ctdsp1",0.228026792631564,0.3296,"1","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1"
"Adgrl4",-0.227986959385099,0.6804,"3","adhesion G protein-coupled receptor L4"
"Cgnl1",-0.227974355004548,0.6848,"9","cingulin-like 1"
"Gm32856",-0.227908963408313,0.2184,"8","predicted gene, 32856"
"Elof1",0.227904970274559,0.4384,"9","ELF1 homolog, elongation factor 1"
"Tfpt",0.227875268590461,0.434,"7","TCF3 (E2A) fusion partner"
"Dsg2",-0.227868481825061,0.3176,"18","desmoglein 2"
"Rbm33",-0.227857010357397,0.3264,"5","RNA binding motif protein 33"
"Dusp16",-0.227818792219456,0.0904,"6","dual specificity phosphatase 16"
"Akt1s1",0.227739191270887,0.3628,"7","AKT1 substrate 1 (proline-rich)"
"Plcd1",0.227634886914835,0.0092,"9","phospholipase C, delta 1"
"Usp35",0.22758494276253,0.1192,"7","ubiquitin specific peptidase 35"
"Mdp1",0.227578060523136,0.5152,"14","magnesium-dependent phosphatase 1"
"Polk",-0.227557325601575,0.4912,"13","polymerase (DNA directed), kappa"
"Pcdh19",-0.227404247352992,0.5116,"X","protocadherin 19"
"Psen2",0.227376966776743,0.0608,"1","presenilin 2"
"B3gat3",0.227368955437048,0.516,"19","beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)"
"Acy1",0.227348014689264,0.1684,"9","aminoacylase 1"
"Nfe2l2",-0.227246432467862,0.1072,"2","nuclear factor, erythroid derived 2, like 2"
"Mogs",0.227193193360892,0,"6","mannosyl-oligosaccharide glucosidase"
"Zfp609",-0.227191329588006,0.4296,"9","zinc finger protein 609"
"Pikfyve",-0.227095874642616,0.428,"1","phosphoinositide kinase, FYVE type zinc finger containing"
"Zfp637",0.227071457169435,0.3332,"6","zinc finger protein 637"
"H2az1",0.227013835697039,0.0796,"3","H2A.Z variant histone 1"
"Plekhb1",0.226984652962118,0.558,"7","pleckstrin homology domain containing, family B (evectins) member 1"
"Gtpbp4",-0.226949567676439,0.2904,"13","GTP binding protein 4"
"Steap2",-0.226937897219483,0.512,"5","six transmembrane epithelial antigen of prostate 2"
"Aimp1",0.226916113290041,0.2704,"3","aminoacyl tRNA synthetase complex-interacting multifunctional protein 1"
"Synj2",-0.226881393911904,0.1508,"17","synaptojanin 2"
"Zfp236",-0.226865491576499,0.2132,"18","zinc finger protein 236"
"Pcdh7",-0.226765538561556,0.4312,"5","protocadherin 7"
"Nfya",-0.226735683259183,0.2744,"17","nuclear transcription factor-Y alpha"
"Senp8",-0.226616093515844,0.1776,"9","SUMO peptidase family member, NEDD8 specific"
"Fen1",0.226611682951713,0.0952,"19","flap structure specific endonuclease 1"
"Ldhd",0.226433067904024,0.24,"8","lactate dehydrogenase D"
"Nup160",-0.226394445547168,0.4248,"2","nucleoporin 160"
"Myadm",-0.226339325401286,0.1976,"7","myeloid-associated differentiation marker"
"Mir568",-0.226285135813156,0.582,"16","microRNA 568"
"Fbxo31",0.226243193379266,0.4056,"8","F-box protein 31"
"Arhgap12",-0.226170754553641,0.2756,"18","Rho GTPase activating protein 12"
"Plch1",-0.226106958672577,0.4376,"3","phospholipase C, eta 1"
"Prdm10",-0.226008895131177,0.3312,"9","PR domain containing 10"
"Gpr161",-0.226004270095578,0.2868,"1","G protein-coupled receptor 161"
"Trim33",-0.225982001293763,0.4252,"3","tripartite motif-containing 33"
"Sh2d3c",0.225932471749728,0.0664,"2","SH2 domain containing 3C"
"Ankrd52",-0.225912332449933,0.6252,"10","ankyrin repeat domain 52"
"Taok1",-0.225865778064033,0.4244,"11","TAO kinase 1"
"Rnft1",-0.225760605740043,0.3952,"11","ring finger protein, transmembrane 1"
"Fam43b",0.225651726515686,0.3108,"4","family with sequence similarity 43, member B"
"Bcl6",-0.225571230597082,0.3604,"16","B cell leukemia/lymphoma 6"
"Mfsd2a",0.225524428173745,0.3,"4","major facilitator superfamily domain containing 2A"
"Me3",0.225428791898554,0.0296,"7","malic enzyme 3, NADP(+)-dependent, mitochondrial"
"Kif1c",0.22541045093736,0.4208,"11","kinesin family member 1C"
"Gsk3b",-0.225398264703111,0.346,"16","glycogen synthase kinase 3 beta"
"Zfp35",0.2253890025862,0.01,"18","zinc finger protein 35"
"Snx4",-0.225386943538945,0.3076,"16","sorting nexin 4"
"Rere",-0.225238491940496,0.1896,"4","arginine glutamic acid dipeptide (RE) repeats"
"Tuba8",-0.225199241200276,0.2012,"6","tubulin, alpha 8"
"Mthfr",0.225059891459112,0.17,"4","methylenetetrahydrofolate reductase"
"Arfgef3",-0.22505516522399,0.7808,"10","ARFGEF family member 3"
"Imp3",0.225034881926842,0.4024,"9","IMP3, U3 small nucleolar ribonucleoprotein"
"Dnali1",0.22502676251017,0.478,"4","dynein, axonemal, light intermediate polypeptide 1"
"Zfp444",0.225021245898835,0.4372,"7","zinc finger protein 444"
"Ncs1",0.225019980459088,0.4036,"2","neuronal calcium sensor 1"
"Nelfb",0.224986347019627,0.0028,"2","negative elongation factor complex member B"
"Rab27b",-0.224972488302804,0.4028,"18","RAB27B, member RAS oncogene family"
"Vps51",0.224970344131477,0.0952,"19","VPS51 GARP complex subunit"
"Rpl27",0.224928105983096,0.4804,"11","ribosomal protein L27"
"Nipsnap1",0.224919262535822,0.1808,"11","nipsnap homolog 1"
"Mindy3",-0.224892695705448,0.6372,"2","MINDY lysine 48 deubiquitinase 3"
"Ppfia4",0.224778162898616,0.282,"1","protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4"
"2610044O15Rik8",-0.224766253750267,0.0028,"8","RIKEN cDNA 2610044O15 gene"
"Ppp1r35",0.224746285997619,0.4812,"5","protein phosphatase 1, regulatory subunit 35"
"Kmt2d",-0.224746163003012,0.374,"15","lysine (K)-specific methyltransferase 2D"
"Evc2",-0.224715621858322,0.1636,"5","EvC ciliary complex subunit 2"
"Mbtps2",-0.224599562075166,0.7132,"X","membrane-bound transcription factor peptidase, site 2"
"Lin37",0.224582233186595,0.3288,"7","lin-37 DREAM MuvB core complex component"
"Dmap1",0.224569568288427,0.32,"4","DNA methyltransferase 1-associated protein 1"
"Rnf111",-0.22452169528766,0.4736,"9","ring finger 111"
"Wac",-0.22450729201651,0.3848,"18","WW domain containing adaptor with coiled-coil"
"Thap4",0.224460106548749,0.25,"1","THAP domain containing 4"
"Pwp2",0.224438722125464,0.0028,"10","PWP2 periodic tryptophan protein homolog (yeast)"
"Prom1",0.224415820635373,0.4332,"5","prominin 1"
"Enkur",0.224392737324242,0.3504,"2","enkurin, TRPC channel interacting protein"
"Ube2d3",-0.224342183799018,0.352,"3","ubiquitin-conjugating enzyme E2D 3"
"Dgcr8",-0.224337340060659,0.484,"16","DGCR8, microprocessor complex subunit"
"Mrtfb",-0.22431317263943,0.232,"16","myocardin related transcription factor B"
"Spata2l",0.224193573176102,0.4604,"8","spermatogenesis associated 2-like"
"Snx29",0.224180824294819,0.5356,"16","sorting nexin 29"
"Ddx56",0.223955552735946,0.0472,"11","DEAD box helicase 56"
"Oaz3",0.223931585701139,0.2656,"3","ornithine decarboxylase antizyme 3"
"Tent2",-0.223898038321614,0.0372,"13","terminal nucleotidyltransferase 2"
"Tasor",-0.223896649755213,0.2664,"14","transcription activation suppressor"
"Ccdc189",0.223838068995083,0.0436,"7","coiled-coil domain containing 189"
"Dock1",-0.223832235210852,0.172,"7","dedicator of cytokinesis 1"
"Acvr1c",-0.223752260006679,0.4408,"2","activin A receptor, type IC"
"Abca1",-0.223718628070428,0.4688,"4","ATP-binding cassette, sub-family A (ABC1), member 1"
"Krt10",-0.223687035158594,0.1872,"11","keratin 10"
"Hsf2",-0.223656185499516,0.5612,"10","heat shock factor 2"
"Ccdc88b",0.22353794494854,0.2512,"19","coiled-coil domain containing 88B"
"Tmed7",-0.223451145494072,0.3848,"18","transmembrane p24 trafficking protein 7"
"Rimbp2",-0.223428257338176,0.2352,"5","RIMS binding protein 2"
"Rab8b",-0.223408290967225,0.2492,"9","RAB8B, member RAS oncogene family"
"Pkig",0.223361488116195,0.5284,"2","protein kinase inhibitor, gamma"
"Dctn2",0.22335767992424,0.2724,"10","dynactin 2"
"Serpinb1a",-0.223324866021944,0.5984,"13","serine (or cysteine) peptidase inhibitor, clade B, member 1a"
"Abhd3",-0.223310878943991,0.1024,"18","abhydrolase domain containing 3"
"Scrt2",0.223240748820073,0.3128,"2","scratch family zinc finger 2"
"Mrc2",-0.223237888343981,0.5516,"11","mannose receptor, C type 2"
"Commd2",0.223210028921248,0.0424,"3","COMM domain containing 2"
"Gatd1",0.223204552212739,0.4124,"7","glutamine amidotransferase like class 1 domain containing 1"
"Acvr2a",-0.223169854467211,0.7792,"2","activin receptor IIA"
"Rhof",0.223141265955712,0.3164,"5","ras homolog family member F (in filopodia)"
"Wdr66",0.223124642909314,0.328,"5","WD repeat domain 66"
"Slc38a9",-0.223074999934146,0.2688,"13","solute carrier family 38, member 9"
"Tpr",-0.223053038983744,0.4868,"1","translocated promoter region, nuclear basket protein"
"Atpsckmt",-0.223026132288211,0.2252,"15","ATP synthase C subunit lysine N-methyltransferase"
"Tmtc3",-0.222992268782177,0.6296,"10","transmembrane and tetratricopeptide repeat containing 3"
"Dmac1",0.222971098548063,0.2396,"4","distal membrane arm assembly complex 1"
"Fam122a",-0.222926027330702,0.1992,"19","family with sequence similarity 122, member A"
"Htra3",-0.222907963398501,0.354,"5","HtrA serine peptidase 3"
"Syndig1",0.222843678385925,0.1,"2","synapse differentiation inducing 1"
"Cacnb3",0.222794710132391,0.5384,"15","calcium channel, voltage-dependent, beta 3 subunit"
"Retsat",0.222739964019926,0.0508,"6","retinol saturase (all trans retinol 13,14 reductase)"
"Creb3l2",-0.222689285295635,0.49,"6","cAMP responsive element binding protein 3-like 2"
"Bbs5",-0.222673884371379,0.2968,"2","Bardet-Biedl syndrome 5 (human)"
"Hdhd5",0.222650946074543,0.2788,"6","haloacid dehalogenase like hydrolase domain containing 5"
"Gcdh",0.222552980173574,0.098,"8","glutaryl-Coenzyme A dehydrogenase"
"Ptpn14",-0.222534572315402,0.4264,"1","protein tyrosine phosphatase, non-receptor type 14"
"Rpusd1",0.222497082326166,0.4652,"17","RNA pseudouridylate synthase domain containing 1"
"Ehbp1",-0.222481518929556,0.4488,"11","EH domain binding protein 1"
"Ntsr2",0.222447857141567,0.4476,"12","neurotensin receptor 2"
"Commd4",0.222402124304525,0.3912,"9","COMM domain containing 4"
"Hectd1",-0.222386019117972,0.5208,"12","HECT domain E3 ubiquitin protein ligase 1"
"Cyp4f17",0.222360295345408,0.2772,"17","cytochrome P450, family 4, subfamily f, polypeptide 17"
"Prr32",-0.222350300390108,0.8696,"X","proline rich 32"
"Sh3glb2",0.222348077489338,0.3752,"2","SH3-domain GRB2-like endophilin B2"
"Lifr",-0.222251317957364,0.1932,"15","LIF receptor alpha"
"Park7",0.222249965245413,0.5048,"4","Parkinson disease (autosomal recessive, early onset) 7"
"Pik3r1",-0.222202702280341,0.0644,"13","phosphoinositide-3-kinase regulatory subunit 1"
"Tbc1d15",-0.222179919912326,0.6204,"10","TBC1 domain family, member 15"
"Zmiz1",-0.222079911387629,0.0308,"14","zinc finger, MIZ-type containing 1"
"Bri3",0.222035809927508,0.53,"5","brain protein I3"
"Coq2",0.22185871945594,0.2488,"5","coenzyme Q2 4-hydroxybenzoate polyprenyltransferase"
"Snhg14",-0.221835648262564,0.4904,"7","small nucleolar RNA host gene 14"
"Zfp26",-0.221773182104807,0.7212,"9","zinc finger protein 26"
"Sp100",-0.221630468204869,0.562,"1","nuclear antigen Sp100"
"Agmo",-0.221516257534966,0.2528,"12","alkylglycerol monooxygenase"
"Gas1",-0.221481996235743,0.0028,"13","growth arrest specific 1"
"Atp6v0e2",0.221475114785576,0.1168,"6","ATPase, H+ transporting, lysosomal V0 subunit E2"
"Lgi3",0.221363694330234,0.1168,"14","leucine-rich repeat LGI family, member 3"
"Bpnt1",-0.221316221035091,0.5512,"1","3'(2'), 5'-bisphosphate nucleotidase 1"
"Sec23b",-0.2213023237607,0.3584,"2","SEC23 homolog B, COPII coat complex component"
"Recql4",-0.221290897697012,0.4736,"15","RecQ protein-like 4"
"Mt3",0.221282011107993,0.6416,"8","metallothionein 3"
"Rnf208",0.221233660390627,0.5236,"2","ring finger protein 208"
"Gpc4",-0.221213552767868,0.2192,"X","glypican 4"
"Golph3",-0.221078525590632,0.7532,"15","golgi phosphoprotein 3"
"Rpl35",0.220982336151232,0.5808,"2","ribosomal protein L35"
"Gm527",-0.220922639715896,0.1892,"12","predicted gene 527"
"Camk2d",-0.220911190148811,0.2992,"3","calcium/calmodulin-dependent protein kinase II, delta"
"Hpdl",0.220811857703642,0.5492,"4","4-hydroxyphenylpyruvate dioxygenase-like"
"Dzip1l",0.220662781694617,0.1912,"9","DAZ interacting protein 1-like"
"Fam102b",-0.220658857805507,0.4516,"3","family with sequence similarity 102, member B"
"Nat14",0.220636197525304,0.4592,"7","N-acetyltransferase 14"
"Acaa2",0.220603569116919,0.2664,"18","acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)"
"Wfdc2",0.22057430634417,0.8612,"2","WAP four-disulfide core domain 2"
"Mrpl55",0.220549650559256,0.3568,"11","mitochondrial ribosomal protein L55"
"Morn1",0.220546153011025,0.2244,"4","MORN repeat containing 1"
"Pbx4",0.220544357406079,0.4412,"8","pre B cell leukemia homeobox 4"
"Fibp",0.220512083342755,0.4544,"19","fibroblast growth factor (acidic) intracellular binding protein"
"Gabra3",-0.220493362447185,0.4904,"X","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3"
"Tenm4",-0.220473660779647,0.394,"7","teneurin transmembrane protein 4"
"Inhbb",-0.220436398195241,0.1524,"1","inhibin beta-B"
"Tma16",0.220418087710007,0.1,"8","translation machinery associated 16"
"Arhgap15",0.220372543611092,0.2112,"2","Rho GTPase activating protein 15"
"Wbp11",-0.220254425534911,0.4408,"6","WW domain binding protein 11"
"Eef1b2",0.220199615400277,0.4644,"1","eukaryotic translation elongation factor 1 beta 2"
"Abcb10",0.220110427569037,0.1256,"8","ATP-binding cassette, sub-family B (MDR/TAP), member 10"
"Kctd2",0.219985657205008,0.3228,"11","potassium channel tetramerisation domain containing 2"
"Izumo4",0.219961196442854,0.3076,"10","IZUMO family member 4"
"Pcgf3",-0.219919759802917,0.5472,"5","polycomb group ring finger 3"
"Pds5b",-0.219828166715899,0.5016,"5","PDS5 cohesin associated factor B"
"Ptprd",-0.219825680354175,0.2292,"4","protein tyrosine phosphatase, receptor type, D"
"Cdh18",-0.219819150888985,0.2944,"15","cadherin 18"
"Rpsa",0.2197721201447,0.6052,"9","ribosomal protein SA"
"Mad2l2",0.219701853618265,0.2804,"4","MAD2 mitotic arrest deficient-like 2"
"Nrip1",-0.219668168265033,0.3176,"16","nuclear receptor interacting protein 1"
"Mrps33",0.21956211394741,0.202,"6","mitochondrial ribosomal protein S33"
"Cdc7",-0.219453620276213,0.3504,"5","cell division cycle 7 (S. cerevisiae)"
"Ptges2",0.219432655094604,0.16,"2","prostaglandin E synthase 2"
"0610012G03Rik",0.219362133703937,0.5252,"16","RIKEN cDNA 0610012G03 gene"
"Bclaf3",-0.219357894580233,0.1812,"X","Bclaf1 and Thrap3 family member 3"
"Trim9",-0.21931402678989,0.2092,"12","tripartite motif-containing 9"
"Ubb",0.219313797444528,0.1452,"11","ubiquitin B"
"Hs6st3",-0.219191543434262,0.7416,"14","heparan sulfate 6-O-sulfotransferase 3"
"Mir682",-0.219186184610414,0.5384,"13","microRNA 682"
"St6gal1",-0.219152295421182,0.1256,"16","beta galactoside alpha 2,6 sialyltransferase 1"
"Rtf2",0.219100859642857,0.1924,"2","replication termination factor 2"
"Erp29",0.219066595460832,0.4536,"5","endoplasmic reticulum protein 29"
"Dock9",-0.219039238263768,0.5916,"14","dedicator of cytokinesis 9"
"Tpp1",-0.219028045659356,0.0204,"7","tripeptidyl peptidase I"
"Zfp329",-0.218981320843704,0.2204,"7","zinc finger protein 329"
"Spsb3",0.218861869974212,0.3732,"17","splA/ryanodine receptor domain and SOCS box containing 3"
"Arl5b",-0.218826803792874,0.3548,"2","ADP-ribosylation factor-like 5B"
"Amotl2",-0.218824495169417,0.166,"9","angiomotin-like 2"
"Syncrip",-0.218795772243493,0.2024,"9","synaptotagmin binding, cytoplasmic RNA interacting protein"
"Tpst2",0.218791347377297,0.1768,"5","protein-tyrosine sulfotransferase 2"
"Chchd4",0.218768748957977,0.064,"6","coiled-coil-helix-coiled-coil-helix domain containing 4"
"Neurl1b",0.218664654680937,0.2316,"17","neuralized E3 ubiquitin protein ligase 1B"
"Igfbp5",-0.218622841331166,0.0232,"1","insulin-like growth factor binding protein 5"
"Tcaf1",-0.218614041749434,0.48,"6","TRPM8 channel-associated factor 1"
"Cdkn1b",-0.218479149939411,0.146,"6","cyclin-dependent kinase inhibitor 1B"
"Rnf207",-0.218462528705362,0.4812,"4","ring finger protein 207"
"Col6a1",-0.218437130328951,0.682,"10","collagen, type VI, alpha 1"
"Zfp809",-0.218392347976495,0.052,"9","zinc finger protein 809"
"Parp12",-0.218381267272604,0.3716,"6","poly (ADP-ribose) polymerase family, member 12"
"Brd1",-0.218332274723516,0.362,"15","bromodomain containing 1"
"Pnkp",0.218302787214173,0.3788,"7","polynucleotide kinase 3'- phosphatase"
