"symbol","logFC","P.Value","chr","description"
"Snrpc",-0.0307337485899195,0.7538,"17","U1 small nuclear ribonucleoprotein C"
"Fundc2",-0.0307280644660972,0.565,"X","FUN14 domain containing 2"
"Nalcn",-0.0307278566254281,0.8482,"14","sodium leak channel, non-selective"
"Tmem63a",-0.0307240661943693,0.8064,"1","transmembrane protein 63a"
"Uck2",0.030724058138238,0.7352,"1","uridine-cytidine kinase 2"
"Tmem130",-0.0307080282091574,0.597,"5","transmembrane protein 130"
"Rpusd1",0.0307070888730809,0.8116,"17","RNA pseudouridylate synthase domain containing 1"
"Extl1",-0.0307061454602522,0.7122,"4","exostosin-like glycosyltransferase 1"
"Zfp292",-0.0307059324767316,0.8326,"4","zinc finger protein 292"
"Stk38l",0.0307053840594342,0.5372,"6","serine/threonine kinase 38 like"
"Cap1",0.0306826510820137,0.5382,"4","CAP, adenylate cyclase-associated protein 1 (yeast)"
"Shank2",0.0306811116138501,0.7452,"7","SH3 and multiple ankyrin repeat domains 2"
"Sfmbt1",0.030676465767443,0.6346,"14","Scm-like with four mbt domains 1"
"Apoe",0.030673379507876,0.7754,"7","apolipoprotein E"
"Dnhd1",-0.0306463343787451,0.8444,"7","dynein heavy chain domain 1"
"Igsf9b",-0.0306419684907455,0.8596,"9","immunoglobulin superfamily, member 9B"
"Tmem143",0.0306411978826633,0.5732,"7","transmembrane protein 143"
"Pros1",0.0306354158420841,0.7652,"16","protein S (alpha)"
"Ypel5",0.0306192695693674,0.5628,"17","yippee like 5"
"Gad2",0.0306060313528551,0.8024,"2","glutamic acid decarboxylase 2"
"Mtch1",0.0306031496921513,0.7194,"17","mitochondrial carrier 1"
"Tceal3",0.0306024910016323,0.6734,"X","transcription elongation factor A (SII)-like 3"
"Aar2",0.0306007715615797,0.6158,"2","AAR2 splicing factor homolog"
"Fcer1g",-0.0305868856275984,0.7796,"1","Fc receptor, IgE, high affinity I, gamma polypeptide"
"Magi2",-0.0305747766884519,0.7384,"5","membrane associated guanylate kinase, WW and PDZ domain containing 2"
"Ints4",-0.0305676834186226,0.4824,"7","integrator complex subunit 4"
"Cndp2",0.0305672502916083,0.656,"18","CNDP dipeptidase 2 (metallopeptidase M20 family)"
"Ythdc1",-0.0305635833518885,0.7574,"5","YTH domain containing 1"
"Jph4",0.0305586765863843,0.7336,"14","junctophilin 4"
"Nptxr",-0.0305557292366894,0.8706,"15","neuronal pentraxin receptor"
"Terf2",-0.03054440162812,0.684,"8","telomeric repeat binding factor 2"
"Ell3",0.0305407329222365,0.8682,"2","elongation factor RNA polymerase II-like 3"
"Nek7",0.0305347427369282,0.7006,"1","NIMA (never in mitosis gene a)-related expressed kinase 7"
"Dennd4c",-0.0305251972981644,0.8314,"4","DENN/MADD domain containing 4C"
"Tlcd5",0.030524421128205,0.6918,"9","TLC domain containing 5"
"Ppp2r1b",-0.0305195078751432,0.696,"9","protein phosphatase 2, regulatory subunit A, beta"
"Zfx",0.0305111916184835,0.6684,"X","zinc finger protein X-linked"
"Mbd5",-0.0304937994630166,0.764,"2","methyl-CpG binding domain protein 5"
"Pacsin3",-0.0304894572489927,0.7744,"2","protein kinase C and casein kinase substrate in neurons 3"
"Raph1",0.0304840504554278,0.7784,"1","Ras association (RalGDS/AF-6) and pleckstrin homology domains 1"
"Pold2",-0.0304747429428263,0.7394,"11","polymerase (DNA directed), delta 2, regulatory subunit"
"Crcp",0.0304708452301004,0.703,"5","calcitonin gene-related peptide-receptor component protein"
"Vstm2b",-0.0304608278444096,0.737,"7","V-set and transmembrane domain containing 2B"
"Zfp266",-0.0304485514431896,0.7732,"9","zinc finger protein 266"
"Grin1",0.0304481101052438,0.794,"2","glutamate receptor, ionotropic, NMDA1 (zeta 1)"
"Magt1",-0.0304376981066579,0.7134,"X","magnesium transporter 1"
"Prdx1",0.0304309934928471,0.7616,"4","peroxiredoxin 1"
"Ap3m2",-0.0304254518102596,0.6008,"8","adaptor-related protein complex 3, mu 2 subunit"
"Map6d1",-0.0304200046945349,0.5908,"16","MAP6 domain containing 1"
"Usf1",0.0304087507535264,0.7584,"1","upstream transcription factor 1"
"Ddx17",0.0304057570057648,0.7508,"15","DEAD box helicase 17"
"Ckb",0.030362388877375,0.7346,"12","creatine kinase, brain"
"Atp6ap2",-0.0303589967177169,0.812,"X","ATPase, H+ transporting, lysosomal accessory protein 2"
"Abl2",0.0303478613662227,0.706,"1","v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)"
"Padi2",-0.0303226994099646,0.7722,"4","peptidyl arginine deiminase, type II"
"Rnasek",0.0303179729364107,0.8118,"11","ribonuclease, RNase K"
"Cwf19l2",0.0303159572383724,0.8398,"9","CWF19-like 2, cell cycle control (S. pombe)"
"Nyap2",-0.0303046846854547,0.8584,"1","neuronal tyrosine-phophorylated phosphoinositide 3-kinase adaptor 2"
"Lsm6",0.0302963104987857,0.7328,"8","LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated"
"Srsf1",-0.0302900531310328,0.7384,"11","serine and arginine-rich splicing factor 1"
"Osgepl1",0.0302897552730688,0.6364,"1","O-sialoglycoprotein endopeptidase-like 1"
"Ogfod1",0.0302755069969383,0.553,"8","2-oxoglutarate and iron-dependent oxygenase domain containing 1"
"Eef2k",-0.0302639125635453,0.6346,"7","eukaryotic elongation factor-2 kinase"
"Dmac2",-0.0302392693677938,0.6822,"7","distal membrane arm assembly complex 2"
"Romo1",0.0302378662853089,0.8416,"2","reactive oxygen species modulator 1"
"Zfp382",0.030237599824452,0.7216,"7","zinc finger protein 382"
"Opa1",-0.0302346418952659,0.7348,"16","OPA1, mitochondrial dynamin like GTPase"
"Srpk2",-0.0302238770598162,0.676,"5","serine/arginine-rich protein specific kinase 2"
"Erbb4",-0.0302214051573246,0.8476,"1","erb-b2 receptor tyrosine kinase 4"
"Tet3",0.0302208274516289,0.813,"6","tet methylcytosine dioxygenase 3"
"Fam234b",0.0302157040899838,0.5502,"6","family with sequence similarity 234, member B"
"Zfp280c",-0.0302073204124556,0.841,"X","zinc finger protein 280C"
"Rab6a",-0.0302052954481802,0.6824,"7","RAB6A, member RAS oncogene family"
"Rad54l2",-0.0301976182352615,0.7976,"9","RAD54 like 2 (S. cerevisiae)"
"Eef1a2",0.0301937540247312,0.7954,"2","eukaryotic translation elongation factor 1 alpha 2"
"Bub1b",0.0301883973187898,0.9012,"2","BUB1B, mitotic checkpoint serine/threonine kinase"
"Tmem201",0.0301854464551168,0.6402,"4","transmembrane protein 201"
"Scaf1",0.0301697639260805,0.7576,"7","SR-related CTD-associated factor 1"
"Napg",0.030169541347834,0.6396,"18","N-ethylmaleimide sensitive fusion protein attachment protein gamma"
"Upf2",-0.0301606232547531,0.6252,"2","UPF2 regulator of nonsense transcripts homolog (yeast)"
"Sh3bgrl3",0.0301559374046505,0.8402,"4","SH3 domain binding glutamic acid-rich protein-like 3"
"Pdlim4",-0.0301533214729681,0.802,"11","PDZ and LIM domain 4"
"Rab5a",-0.0301500858206989,0.9226,"17","RAB5A, member RAS oncogene family"
"Hmgcs2",0.0301388525912478,0.751,"3","3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2"
"Zfp358",-0.0301377444234259,0.7416,"8","zinc finger protein 358"
"Pex11b",0.0300992512294993,0.6824,"3","peroxisomal biogenesis factor 11 beta"
"Sptbn1",-0.0300985068817905,0.6916,"11","spectrin beta, non-erythrocytic 1"
"Dgke",0.0300938713105285,0.5852,"11","diacylglycerol kinase, epsilon"
"Zfp263",-0.0300877216369635,0.7224,"16","zinc finger protein 263"
"Prpf18",0.0300862526148169,0.3676,"2","pre-mRNA processing factor 18"
"Pbx2",-0.0300756771557689,0.6582,"17","pre B cell leukemia homeobox 2"
"Tbc1d2b",-0.0300746609976943,0.6798,"9","TBC1 domain family, member 2B"
"Atg4c",0.030071778982645,0.7418,"4","autophagy related 4C, cysteine peptidase"
"Cbarp",0.0300491555020201,0.6884,"10","calcium channel, voltage-dependent, beta subunit associated regulatory protein"
"Mettl23",0.0300483997005814,0.7076,"11","methyltransferase like 23"
"Ifnar2",-0.0300174370480661,0.435,"16","interferon (alpha and beta) receptor 2"
"Med28",0.0300095800636591,0.7192,"5","mediator complex subunit 28"
"Hip1r",0.0300060322417259,0.5418,"5","huntingtin interacting protein 1 related"
"Mocs2",0.0299993291726759,0.6156,"13","molybdenum cofactor synthesis 2"
"Actr1b",0.0299945906765862,0.3956,"1","ARP1 actin-related protein 1B, centractin beta"
"Gucy1b1",-0.0299904116300072,0.8784,"3","guanylate cyclase 1, soluble, beta 1"
"Snx32",0.0299832779772187,0.7856,"19","sorting nexin 32"
"E130308A19Rik",0.0299728438089759,0.6294,"4","RIKEN cDNA E130308A19 gene"
"Ampd3",-0.0299727868116779,0.5986,"7","adenosine monophosphate deaminase 3"
"Donson",-0.0299426515251824,0.8092,"16","downstream neighbor of SON"
"Fbxo33",-0.029941475906794,0.7158,"12","F-box protein 33"
"Sf3b3",0.0299409693172166,0.2652,"8","splicing factor 3b, subunit 3"
"Supt5",0.0299304543024741,0.6582,"7","suppressor of Ty 5, DSIF elongation factor subunit"
"Nrbp1",0.0299259772731304,0.47,"5","nuclear receptor binding protein 1"
"Immt",0.0299174562445064,0.3056,"6","inner membrane protein, mitochondrial"
"Dxo",0.0299139631780072,0.7742,"17","decapping exoribonuclease"
"Ift27",0.0298914493017826,0.7586,"15","intraflagellar transport 27"
"Cpne5",-0.0298814220586205,0.7994,"17","copine V"
"Zfp661",0.0298714311388051,0.6302,"2","zinc finger protein 661"
"Ercc5",0.0298613012666173,0.6362,"1","excision repair cross-complementing rodent repair deficiency, complementation group 5"
"Fat4",-0.0298505792110237,0.8218,"3","FAT atypical cadherin 4"
"Gabbr2",0.0298497781479039,0.532,"4","gamma-aminobutyric acid (GABA) B receptor, 2"
"Alpk1",-0.0298491821295355,0.845,"3","alpha-kinase 1"
"Peg13",-0.0298475674938814,0.5934,"15","paternally expressed 13"
"Sms",0.0298410411126673,0.62,"X","spermine synthase"
"Aldh9a1",-0.02983260286587,0.6524,"1","aldehyde dehydrogenase 9, subfamily A1"
"Ufc1",0.0298249601307825,0.8126,"1","ubiquitin-fold modifier conjugating enzyme 1"
"Spryd4",0.02982084981873,0.7594,"10","SPRY domain containing 4"
"Camk2n2",-0.0297861144211815,0.7844,"16","calcium/calmodulin-dependent protein kinase II inhibitor 2"
"Ehd3",0.0297822571596118,0.6166,"17","EH-domain containing 3"
"Slc4a4",-0.0297802921025694,0.8014,"5","solute carrier family 4 (anion exchanger), member 4"
"Ptdss2",-0.0297778307465464,0.5998,"7","phosphatidylserine synthase 2"
"Rap1gds1",0.0297709296979765,0.502,"3","RAP1, GTP-GDP dissociation stimulator 1"
"Frs3",0.0297709082271926,0.7516,"17","fibroblast growth factor receptor substrate 3"
"Cfap298",0.0297639780474812,0.7674,"16","cilia and flagella associate protien 298"
"Lhpp",0.029751174352346,0.7972,"7","phospholysine phosphohistidine inorganic pyrophosphate phosphatase"
"Zc3hc1",0.0297496090409846,0.708,"6","zinc finger, C3HC type 1"
"Klf12",-0.0297318208168602,0.8862,"14","Kruppel-like factor 12"
"Pkmyt1",-0.0297270498521871,0.751,"17","protein kinase, membrane associated tyrosine/threonine 1"
"Olfm3",-0.0297129812803387,0.8182,"3","olfactomedin 3"
"Afap1l1",-0.029712966588717,0.7864,"18","actin filament associated protein 1-like 1"
"Rgs9",-0.0297046074072149,0.785,"11","regulator of G-protein signaling 9"
"Ndor1",0.029693455592481,0.7592,"2","NADPH dependent diflavin oxidoreductase 1"
"Ndor1",0.029693455592481,0.7592,"2","NADPH dependent diflavin oxidoreductase 1"
"Brcc3",0.0296864147014277,0.5296,"X","BRCA1/BRCA2-containing complex, subunit 3"
"Myef2",0.0296832375309339,0.8044,"2","myelin basic protein expression factor 2, repressor"
"Syngr2",-0.0296771039147541,0.847,"11","synaptogyrin 2"
"Snap47",0.0296747515573816,0.7348,"11","synaptosomal-associated protein, 47"
"Rp9",0.0296572181950561,0.8178,"9","retinitis pigmentosa 9 (human)"
"Stag2",0.0296485579035766,0.6898,"X","stromal antigen 2"
"Gigyf2",0.0296483443818678,0.7672,"1","GRB10 interacting GYF protein 2"
"Epm2aip1",-0.0296481076487725,0.7618,"9","EPM2A (laforin) interacting protein 1"
"Mchr1",0.0296410543076595,0.7094,"15","melanin-concentrating hormone receptor 1"
"Polr3g",-0.029635741408006,0.7426,"13","polymerase (RNA) III (DNA directed) polypeptide G"
"Enoph1",-0.029618318406933,0.6826,"5","enolase-phosphatase 1"
"Shoc2",-0.0295995539767437,0.7222,"19","Shoc2, leucine rich repeat scaffold protein"
"Atxn3",0.0295913335275744,0.6078,"12","ataxin 3"
"Med13l",0.0295411929112506,0.7392,"5","mediator complex subunit 13-like"
"Apbb1",0.0295387873491144,0.7414,"7","amyloid beta (A4) precursor protein-binding, family B, member 1"
"Wdr35",-0.0295108333828606,0.7846,"12","WD repeat domain 35"
"Pknox2",-0.0295059891412199,0.5366,"9","Pbx/knotted 1 homeobox 2"
"Jag2",0.0295045294700218,0.7214,"12","jagged 2"
"Bpgm",0.0294934634879862,0.7282,"6","2,3-bisphosphoglycerate mutase"
"Glod4",0.0294859768821274,0.6372,"11","glyoxalase domain containing 4"
"Vps36",0.029478311068611,0.5048,"8","vacuolar protein sorting 36"
"Zbtb4",0.0294774471653243,0.5172,"11","zinc finger and BTB domain containing 4"
"Actr5",0.0294771330730517,0.7112,"2","ARP5 actin-related protein 5"
"St6galnac3",0.0294650991308525,0.7738,"3","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"
"Sec23a",-0.0294380694344447,0.7494,"12","SEC23 homolog A, COPII coat complex component"
"Myrip",0.0294252915359454,0.448,"9","myosin VIIA and Rab interacting protein"
"Omg",-0.0294142121281613,0.7752,"11","oligodendrocyte myelin glycoprotein"
"Edrf1",0.029409602938876,0.6662,"7","erythroid differentiation regulatory factor 1"
"Uspl1",0.0294036105830413,0.7172,"5","ubiquitin specific peptidase like 1"
"Stoml2",0.0294025671423856,0.6644,"4","stomatin (Epb7.2)-like 2"
"Gpam",-0.0294006633277792,0.601,"19","glycerol-3-phosphate acyltransferase, mitochondrial"
"Hecw2",-0.0293928906196443,0.8136,"1","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
"Asb7",-0.0293926140257108,0.621,"7","ankyrin repeat and SOCS box-containing 7"
"Nomo1",-0.0293766939236617,0.4834,"7","nodal modulator 1"
"Cys1",-0.0293685137167037,0.832,"12","cystin 1"
"Klhdc4",0.0293680054191672,0.795,"8","kelch domain containing 4"
"Slc39a3",0.0293615421627331,0.6628,"10","solute carrier family 39 (zinc transporter), member 3"
"Lhx2",0.0293492646643907,0.6404,"2","LIM homeobox protein 2"
"Ggps1",0.0293196194215151,0.529,"13","geranylgeranyl diphosphate synthase 1"
"Shc1",-0.0293043665976058,0.7336,"3","src homology 2 domain-containing transforming protein C1"
"Mrpl50",-0.029302679625375,0.594,"4","mitochondrial ribosomal protein L50"
"Bhlhe22",0.0292969730561854,0.6944,"3","basic helix-loop-helix family, member e22"
"H1f0",0.029295086163251,0.5574,"15","H1.0 linker histone"
"Eif3k",0.0292916419187419,0.824,"7","eukaryotic translation initiation factor 3, subunit K"
"Esrrg",-0.0292915651260088,0.7638,"1","estrogen-related receptor gamma"
"Mapk14",0.0292775863033219,0.6032,"17","mitogen-activated protein kinase 14"
"Dctn1",0.0292606101018507,0.7008,"6","dynactin 1"
"Pwwp3a",0.029258265103647,0.6688,"10","PWWP domain containing 3A, DNA repair factor"
"H2-Ke6",0.0292563302476543,0.7918,"17","H2-K region expressed gene 6"
"Vps50",-0.0292482727492009,0.7152,"6","VPS50 EARP/GARPII complex subunit"
"Cdc16",0.0292376509069259,0.4178,"8","CDC16 cell division cycle 16"
"Ubl4a",0.029237436125233,0.7132,"X","ubiquitin-like 4A"
"Ubl4a",0.029237436125233,0.7132,"X","ubiquitin-like 4A"
"Septin6",-0.0292361253477758,0.7138,"X","septin 6"
"Akap5",0.029215307209542,0.8098,"12","A kinase (PRKA) anchor protein 5"
"Sbsn",0.0292028253419283,0.865,"7","suprabasin"
"Gdi1",0.0291626096916495,0.3436,"X","guanosine diphosphate (GDP) dissociation inhibitor 1"
"Irak2",-0.0291542918908849,0.5896,"6","interleukin-1 receptor-associated kinase 2"
"Mbd1",0.0291540575341296,0.6484,"18","methyl-CpG binding domain protein 1"
"Trmt10c",0.029151973253597,0.8416,"16","tRNA methyltransferase 10C, mitochondrial RNase P subunit"
"Cdan1",0.0291461781605138,0.736,"2","congenital dyserythropoietic anemia, type I (human)"
"Esco1",-0.0291363142123724,0.6972,"18","establishment of sister chromatid cohesion N-acetyltransferase 1"
"Ptpdc1",0.0291310465762296,0.7022,"13","protein tyrosine phosphatase domain containing 1"
"Sgip1",-0.0291284506886447,0.7834,"4","SH3-domain GRB2-like (endophilin) interacting protein 1"
"Cd302",0.0291242431203087,0.7256,"2","CD302 antigen"
"1700003E16Rik",0.0291204079445242,0.771,"6","RIKEN cDNA 1700003E16 gene"
"Echdc2",0.0291142530990207,0.7952,"4","enoyl Coenzyme A hydratase domain containing 2"
"Sesn2",-0.0291124913837058,0.5998,"4","sestrin 2"
"Gucy1a2",-0.0291120024173779,0.873,"9","guanylate cyclase 1, soluble, alpha 2"
"Gm11696",0.0291119930992949,0.8102,"11","predicted gene 11696"
"Rtl8a",0.029101717511983,0.8478,"X","retrotransposon Gag like 8A"
"Xxylt1",0.029100968547763,0.5344,"16","xyloside xylosyltransferase 1"
"Tbc1d17",0.0290793927986526,0.6884,"7","TBC1 domain family, member 17"
"Nacad",0.0290764579657958,0.7138,"11","NAC alpha domain containing"
"Asb8",0.0290747437238119,0.4236,"15","ankyrin repeat and SOCS box-containing 8"
"Dnase1l2",0.0290746957761843,0.8828,"17","deoxyribonuclease 1-like 2"
"Pdlim7",0.0290744276674522,0.8542,"13","PDZ and LIM domain 7"
"Rnf111",-0.0290724891887679,0.7824,"9","ring finger 111"
"Gmfb",0.0290701464426757,0.5832,"14","glia maturation factor, beta"
"Slain1",-0.0290667971406728,0.7526,"14","SLAIN motif family, member 1"
"Atxn7l1",0.0290615400685859,0.6608,"12","ataxin 7-like 1"
"Dhcr24",-0.0290515041558779,0.627,"4","24-dehydrocholesterol reductase"
"Prkag2os1",0.0290493422040585,0.9522,"5","protein kinase, AMP-activated, gamma 2 non-catalytic subunit, opposite strand 1"
"Mrps22",-0.0290481344125815,0.6694,"9","mitochondrial ribosomal protein S22"
"Jpx",-0.0290426038534015,0.7892,"X","Jpx transcript, Xist activator (non-protein coding)"
"Acox1",0.029029500035227,0.326,"11","acyl-Coenzyme A oxidase 1, palmitoyl"
"Dnajc16",-0.0290216233633869,0.8464,"4","DnaJ heat shock protein family (Hsp40) member C16"
"Dcaf5",0.0290170758602066,0.3338,"12","DDB1 and CUL4 associated factor 5"
"1700037H04Rik",0.0290111851112105,0.802,"2","RIKEN cDNA 1700037H04 gene"
"Vcl",-0.0290107266155983,0.7884,"14","vinculin"
"Hnrnpk",-0.0290101895194379,0.811,"13","heterogeneous nuclear ribonucleoprotein K"
"Aldh1b1",0.0290098147215456,0.7072,"4","aldehyde dehydrogenase 1 family, member B1"
"Dyrk1a",0.0289968051074787,0.4782,"16","dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a"
"Ralgapa1",-0.0289930453066694,0.8344,"12","Ral GTPase activating protein, alpha subunit 1"
"Fam122a",-0.0289857881576632,0.705,"19","family with sequence similarity 122, member A"
"Polr2f",0.0289791775580985,0.8568,"15","polymerase (RNA) II (DNA directed) polypeptide F"
"Hepacam",0.0289653769542326,0.7384,"9","hepatocyte cell adhesion molecule"
"Spg20",-0.0289463489854791,0.7238,"3","spastic paraplegia 20, spartin (Troyer syndrome) homolog (human)"
"Erc1",0.0289437447871173,0.705,"6","ELKS/RAB6-interacting/CAST family member 1"
"Ssr3",-0.0289429051643015,0.7832,"3","signal sequence receptor, gamma"
"Psd3",0.0289242110839094,0.7004,"8","pleckstrin and Sec7 domain containing 3"
"Syncrip",-0.0289225230116346,0.7052,"9","synaptotagmin binding, cytoplasmic RNA interacting protein"
"Adamtsl4",-0.0289208644789571,0.8634,"3","ADAMTS-like 4"
"Rbm18",-0.0289149067620702,0.5476,"2","RNA binding motif protein 18"
"Limk2",0.0289029213714516,0.6404,"11","LIM motif-containing protein kinase 2"
"Timm17a",0.0289026627380151,0.6352,"1","translocase of inner mitochondrial membrane 17a"
"Crls1",0.0288838918396985,0.681,"2","cardiolipin synthase 1"
"Pard3",-0.028881515863449,0.6704,"8","par-3 family cell polarity regulator"
"Rpl14",0.0288776738722705,0.8766,"9","ribosomal protein L14"
"Fam210b",-0.0288654590945336,0.6202,"2","family with sequence similarity 210, member B"
"Rgs7bp",0.0288650134991304,0.6872,"13","regulator of G-protein signalling 7 binding protein"
"Tmem242",0.0288633212019418,0.8332,"17","transmembrane protein 242"
"Macrod2",-0.0288582000245525,0.823,"2","mono-ADP ribosylhydrolase 2"
"Kdelr2",0.0288553507144487,0.6608,"5","KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2"
"Cpped1",-0.0288528371129653,0.6254,"16","calcineurin-like phosphoesterase domain containing 1"
"Mid2",0.0288476731737424,0.7602,"X","midline 2"
"Etfdh",-0.0288471609939149,0.7384,"3","electron transferring flavoprotein, dehydrogenase"
"Hopx",-0.0288469985352124,0.8394,"5","HOP homeobox"
"Brwd1",0.0288336242883895,0.6912,"16","bromodomain and WD repeat domain containing 1"
"Prmt9",-0.028829063456532,0.6456,"8","protein arginine methyltransferase 9"
"Wwox",0.0288271884376132,0.7064,"8","WW domain-containing oxidoreductase"
"Zfp282",0.0288181822400366,0.485,"6","zinc finger protein 282"
"Slc35b4",0.0288167933565591,0.4508,"6","solute carrier family 35, member B4"
"Isg20l2",-0.0288104670837876,0.6232,"3","interferon stimulated exonuclease gene 20-like 2"
"Ubiad1",-0.0288035456326816,0.6152,"4","UbiA prenyltransferase domain containing 1"
"Get1",-0.0287958900472747,0.5634,"16","guided entry of tail-anchored proteins factor 1"
"Strn3",-0.0287872296914244,0.6978,"12","striatin, calmodulin binding protein 3"
"Mprip",0.0287863617473967,0.5848,"11","myosin phosphatase Rho interacting protein"
"Apc",-0.0287798385555273,0.7662,"18","APC, WNT signaling pathway regulator"
"Mrto4",0.0287797168596002,0.6866,"4","mRNA turnover 4, ribosome maturation factor"
"Eed",0.0287719276333611,0.6006,"7","embryonic ectoderm development"
"Zfp423",-0.0287616859765336,0.5594,"8","zinc finger protein 423"
"Mif",0.0287538971948855,0.8214,"10","macrophage migration inhibitory factor (glycosylation-inhibiting factor)"
"Ipo7",-0.028750387668123,0.815,"7","importin 7"
"Tbk1",-0.0287502933376746,0.7402,"10","TANK-binding kinase 1"
"Kifbp",-0.0287402768697129,0.7698,"10","kinesin family binding protein"
"Mrpl12",0.028737506698393,0.8374,"11","mitochondrial ribosomal protein L12"
"Elovl1",0.0287297669618507,0.8402,"4","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1"
"Tars2",0.0287163855619905,0.6872,"3","threonyl-tRNA synthetase 2, mitochondrial (putative)"
"Minpp1",0.0287107133324502,0.6018,"19","multiple inositol polyphosphate histidine phosphatase 1"
"Armh3",0.0287000800130048,0.7152,"19","armadillo-like helical domain containing 3"
"Cenpx",0.0286977672642026,0.838,"11","centromere protein X"
"Tpd52l1",-0.0286891933304352,0.6956,"10","tumor protein D52-like 1"
"Kif9",-0.0286863703041038,0.8554,"9","kinesin family member 9"
"Pkm",0.0286707918398719,0.6848,"9","pyruvate kinase, muscle"
"Spry2",-0.0286582363121788,0.7438,"14","sprouty RTK signaling antagonist 2"
"Stam2",-0.028657834823214,0.8266,"2","signal transducing adaptor molecule (SH3 domain and ITAM motif) 2"
"Tfg",-0.0286463287308019,0.7692,"16","Trk-fused gene"
"Zfp341",0.0286428078831471,0.6516,"2","zinc finger protein 341"
"Gm14410",0.0286427484964564,0.8466,"2","predicted gene 14410"
"Nrde2",0.0286371683196749,0.5956,"12","nrde-2 necessary for RNA interference, domain containing"
"Ubc",-0.0286361775086483,0.7988,"5","ubiquitin C"
"Wdr41",-0.0286360000909749,0.4488,"13","WD repeat domain 41"
"Zfp61",0.0286262129736761,0.659,"7","zinc finger protein 61"
"Immp1l",0.0286091468016791,0.7162,"2","IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae)"
"Hadh",-0.0286088801026496,0.7922,"3","hydroxyacyl-Coenzyme A dehydrogenase"
"Zfp597",0.0285953717744674,0.7018,"16","zinc finger protein 597"
"Etfb",0.0285908880346959,0.8472,"7","electron transferring flavoprotein, beta polypeptide"
"Dock9",-0.0285893009082283,0.841,"14","dedicator of cytokinesis 9"
"Tigar",-0.0285880236707996,0.6148,"6","Trp53 induced glycolysis regulatory phosphatase"
"Naa15",-0.0285856961723026,0.6002,"3","N(alpha)-acetyltransferase 15, NatA auxiliary subunit"
"Ndufb4",0.0285698957177027,0.8074,"16","NADH:ubiquinone oxidoreductase subunit B4"
"Ndufb4",0.0285698957177027,0.8074,"16","NADH:ubiquinone oxidoreductase subunit B4"
"Ndufb4",0.0285698957177027,0.8074,"16","NADH:ubiquinone oxidoreductase subunit B4"
"Pank3",-0.0285654051731674,0.7888,"11","pantothenate kinase 3"
"Specc1l",0.0285597542631999,0.667,"10","sperm antigen with calponin homology and coiled-coil domains 1-like"
"Ppid",-0.0285565099630078,0.8592,"3","peptidylprolyl isomerase D (cyclophilin D)"
"Med19",0.028538797525119,0.6088,"2","mediator complex subunit 19"
"Epb41l4aos",0.0285194678089162,0.8744,"18","erythrocyte membrane protein band 4.1 like 4a, opposite strand"
"Ccdc13",0.0285090292274406,0.8328,"9","coiled-coil domain containing 13"
"Npepl1",0.0284974988959399,0.7868,"2","aminopeptidase-like 1"
"Chmp1b",-0.0284912703154561,0.7688,"18","charged multivesicular body protein 1B"
"Myl6b",0.0284497201831178,0.7896,"10","myosin, light polypeptide 6B"
"Slain2",-0.0284446380657117,0.6994,"5","SLAIN motif family, member 2"
"Fam117b",-0.0284432937276424,0.7444,"1","family with sequence similarity 117, member B"
"Alkbh7",0.0284383541590416,0.7916,"17","alkB homolog 7"
"Prr36",-0.0284355722802676,0.7858,"8","proline rich 36"
"Dctn6",0.0284252687085447,0.648,"8","dynactin 6"
"Zfp36l2",0.0284128762932476,0.8438,"17","zinc finger protein 36, C3H type-like 2"
"Npc1",-0.0284091214570443,0.6884,"18","NPC intracellular cholesterol transporter 1"
"Exog",0.028407330584705,0.523,"9","endo/exonuclease (5'-3'), endonuclease G-like"
"Entpd6",0.0283933540464982,0.588,"2","ectonucleoside triphosphate diphosphohydrolase 6"
"Rnf4",0.0283900973133289,0.6944,"5","ring finger protein 4"
"Clgn",-0.0283829564509159,0.6648,"8","calmegin"
"Tmpo",-0.0283812649301165,0.703,"10","thymopoietin"
"Gm2a",0.0283808486878048,0.7414,"11","GM2 ganglioside activator protein"
"Ptpn3",0.0283804705459794,0.671,"4","protein tyrosine phosphatase, non-receptor type 3"
"Dus2",0.0283732055005141,0.755,"8","dihydrouridine synthase 2"
"Id4",0.028364255143841,0.7162,"13","inhibitor of DNA binding 4"
"Hnrnpf",-0.0283604397532313,0.616,"6","heterogeneous nuclear ribonucleoprotein F"
"Smim13",0.0283597529889636,0.5612,"13","small integral membrane protein 13"
"Prps2",0.0283564327556372,0.553,"X","phosphoribosyl pyrophosphate synthetase 2"
"Ift81",-0.0283307892572235,0.6554,"5","intraflagellar transport 81"
"Snap29",-0.0283253917218316,0.7144,"16","synaptosomal-associated protein 29"
