"symbol","logFC","P.Value","chr","description"
"Lancl2",0.0108589939682711,0.9358,"6","LanC (bacterial lantibiotic synthetase component C)-like 2"
"N6amt1",-0.0108582559008825,0.851,"16","N-6 adenine-specific DNA methyltransferase 1 (putative)"
"Rgl1",0.0108427924444507,0.8026,"1","ral guanine nucleotide dissociation stimulator,-like 1"
"Gtf2ird1",-0.0108389300870328,0.8724,"5","general transcription factor II I repeat domain-containing 1"
"Dusp18",-0.0108378141164298,0.7862,"11","dual specificity phosphatase 18"
"Arl6ip1",0.010836938796718,0.879,"7","ADP-ribosylation factor-like 6 interacting protein 1"
"Filip1",-0.0108351414562691,0.9026,"9","filamin A interacting protein 1"
"Rragd",0.0108288895658726,0.8584,"4","Ras-related GTP binding D"
"Frmd8",-0.0108283923509438,0.9318,"19","FERM domain containing 8"
"St8sia3",-0.0108280956346043,0.888,"18","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3"
"Taf15",0.0108279140673329,0.89,"11","TATA-box binding protein associated factor 15"
"Sema6c",0.010817688022744,0.9284,"3","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C"
"Hspa14",0.0107875529067858,0.8426,"2","heat shock protein 14"
"Kazn",0.010784708461709,0.8826,"4","kazrin, periplakin interacting protein"
"Lyrm4",-0.0107777436791343,0.8878,"13","LYR motif containing 4"
"Vps26c",0.0107775042051417,0.8658,"16","VPS26 endosomal protein sorting factor C"
"Bcorl1",0.0107663446994968,0.887,"X","BCL6 co-repressor-like 1"
"Sugt1",-0.0107636832643889,0.8564,"14","SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)"
"Slc3a2",0.0107602616727167,0.8072,"19","solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2"
"Alg2",-0.0107570058968438,0.8224,"4","asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)"
"Mon2",0.0107495468495769,0.9046,"10","MON2 homolog, regulator of endosome to Golgi trafficking"
"Gapvd1",0.0107310383779442,0.8288,"2","GTPase activating protein and VPS9 domains 1"
"Htra4",0.01073035975429,0.9296,"8","HtrA serine peptidase 4"
"Mnt",-0.0107227760928046,0.8408,"11","max binding protein"
"Hsp90ab1",0.0107090942628574,0.8278,"17","heat shock protein 90 alpha (cytosolic), class B member 1"
"Golga3",-0.0107087713024976,0.8926,"5","golgi autoantigen, golgin subfamily a, 3"
"Prdx4",-0.0107053256135297,0.9248,"X","peroxiredoxin 4"
"Kmt5b",-0.0106872702062146,0.9244,"19","lysine methyltransferase 5B"
"Acyp1",0.0106839949615378,0.8672,"12","acylphosphatase 1, erythrocyte (common) type"
"Tm9sf3",0.0106839158361032,0.8716,"19","transmembrane 9 superfamily member 3"
"Slc20a2",-0.0106803540906508,0.7976,"8","solute carrier family 20, member 2"
"Emc3",0.0106781461022134,0.8528,"6","ER membrane protein complex subunit 3"
"Uqcrc2",0.0106500438257848,0.8652,"7","ubiquinol cytochrome c reductase core protein 2"
"Atl2",-0.0106484088324974,0.8762,"17","atlastin GTPase 2"
"Atp6v1b2",0.0106372769126768,0.834,"8","ATPase, H+ transporting, lysosomal V1 subunit B2"
"Washc5",-0.0106361578378458,0.8874,"15","WASH complex subunit 5"
"Cnp",0.0106338816840363,0.9442,"11","2',3'-cyclic nucleotide 3' phosphodiesterase"
"Rnh1",0.0106163256440235,0.885,"7","ribonuclease/angiogenin inhibitor 1"
"Dcaf10",-0.0106116682514266,0.846,"4","DDB1 and CUL4 associated factor 10"
"Txndc11",0.010593745209265,0.8462,"16","thioredoxin domain containing 11"
"Tomm22",0.0105892911960659,0.8992,"15","translocase of outer mitochondrial membrane 22"
"Eif2s1",-0.010584299614508,0.9086,"12","eukaryotic translation initiation factor 2, subunit 1 alpha"
"Rbm8a",0.01057979513556,0.8446,"3","RNA binding motif protein 8a"
"Rasgrp1",-0.0105789690449658,0.9032,"2","RAS guanyl releasing protein 1"
"Pias2",-0.0105754235444246,0.851,"18","protein inhibitor of activated STAT 2"
"Tmem141",0.010571347989754,0.9464,"2","transmembrane protein 141"
"Cep112",0.0105697997785976,0.9264,"11","centrosomal protein 112"
"Zmat3",0.01056816240727,0.8228,"3","zinc finger matrin type 3"
"Col4a1",0.0105675295212366,0.9422,"8","collagen, type IV, alpha 1"
"Rb1",-0.0105632990540832,0.9026,"14","RB transcriptional corepressor 1"
"Tmem120a",-0.0105564551519439,0.8984,"5","transmembrane protein 120A"
"Sephs2",0.0105523282616868,0.8716,"7","selenophosphate synthetase 2"
"Tmem198",0.0105469236278575,0.9094,"1","transmembrane protein 198"
"Map2k5",0.0105412127940658,0.8228,"9","mitogen-activated protein kinase kinase 5"
"Cbll1",-0.0105384408475819,0.9372,"12","Casitas B-lineage lymphoma-like 1"
"Ago4",0.0105321122982716,0.9014,"4","argonaute RISC catalytic subunit 4"
"Ywhab",-0.0105306730105816,0.8654,"2","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide"
"Mcf2l",-0.010529056096181,0.8434,"8","mcf.2 transforming sequence-like"
"Xpc",-0.0105121007691467,0.8768,"6","xeroderma pigmentosum, complementation group C"
"Nufip2",0.0105105697689867,0.895,"11","nuclear FMR1 interacting protein 2"
"Gabra4",0.0105090723686967,0.9302,"5","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4"
"Amacr",-0.0105056117681293,0.9076,"15","alpha-methylacyl-CoA racemase"
"Nelfe",0.0105047817757802,0.9262,"17","negative elongation factor complex member E, Rdbp"
"Gsta4",-0.0105014721216383,0.9176,"9","glutathione S-transferase, alpha 4"
"Gprasp1",0.0105001516175083,0.878,"X","G protein-coupled receptor associated sorting protein 1"
"Msl3l2",-0.0104999834800248,0.8866,"10","MSL3 like 2"
"Vcan",-0.0104856216841123,0.942,"13","versican"
"Copg1",-0.0104836657756593,0.7916,"6","coatomer protein complex, subunit gamma 1"
"2900052N01Rik",0.0104806680308096,0.945,"9","RIKEN cDNA 2900052N01 gene"
"Hdhd2",-0.0104801079438257,0.8244,"18","haloacid dehalogenase-like hydrolase domain containing 2"
"Zfp1",0.0104768815735081,0.8594,"8","zinc finger protein 1"
"Map2k4",0.0104617222902421,0.8884,"11","mitogen-activated protein kinase kinase 4"
"Tmem237",-0.0104613212163391,0.9282,"1","transmembrane protein 237"
"Clip3",0.0104390600157203,0.8438,"7","CAP-GLY domain containing linker protein 3"
"Dner",0.0104377681212817,0.8826,"1","delta/notch-like EGF repeat containing"
"Elp6",0.0104343924039116,0.9106,"9","elongator acetyltransferase complex subunit 6"
"Smoc2",-0.0104300084211477,0.8572,"17","SPARC related modular calcium binding 2"
"Gatad1",0.0104194674186298,0.8808,"5","GATA zinc finger domain containing 1"
"Acsl4",-0.0104193761762854,0.9358,"X","acyl-CoA synthetase long-chain family member 4"
"Son",-0.0104182493030613,0.9478,"16","Son DNA binding protein"
"Brinp3",-0.0104177191824588,0.9426,"1","bone morphogenetic protein/retinoic acid inducible neural specific 3"
"Vamp1",-0.0104121497988672,0.8234,"6","vesicle-associated membrane protein 1"
"Vamp1",-0.0104121497988672,0.8234,"6","vesicle-associated membrane protein 1"
"Psma6",0.0104005609156381,0.8812,"12","proteasome subunit alpha 6"
"Cnn2",0.0103905792556129,0.9214,"10","calponin 2"
"Trappc2",-0.0103891083300698,0.9078,"X","trafficking protein particle complex 2"
"Nadk2",-0.0103854141610995,0.8736,"15","NAD kinase 2, mitochondrial"
"Utp15",0.0103747047629223,0.8712,"13","UTP15 small subunit processome component"
"Rnf216",0.0103649179001666,0.7762,"5","ring finger protein 216"
"Foxo3",0.0103560665818732,0.9372,"10","forkhead box O3"
"Rhot1",-0.0103555330303386,0.8428,"11","ras homolog family member T1"
"Mphosph10",-0.0103552815732666,0.9312,"7","M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)"
"Cald1",0.0103504421454987,0.887,"6","caldesmon 1"
"Axin1",-0.0103492789338659,0.8064,"17","axin 1"
"Ccar2",0.0103463298410329,0.7384,"14","cell cycle activator and apoptosis regulator 2"
"Ankrd50",-0.0103399881326451,0.8658,"3","ankyrin repeat domain 50"
"Nsun3",0.0103368638918515,0.9518,"16","NOL1/NOP2/Sun domain family member 3"
"Ccdc136",0.0103234769967662,0.862,"6","coiled-coil domain containing 136"
"Akr1b10",0.0103109443720375,0.886,"6","aldo-keto reductase family 1, member B10 (aldose reductase)"
"Myh10",-0.0103037048601538,0.921,"11","myosin, heavy polypeptide 10, non-muscle"
"Gm10791",0.010290694611667,0.9628,"16","predicted gene 10791"
"Arhgap1",-0.0102897573047667,0.8078,"2","Rho GTPase activating protein 1"
"Castor2",0.0102839049157035,0.8954,"5","cytosolic arginine sensor for mTORC1 subunit 2"
"Nell1",-0.010278122166274,0.919,"7","NEL-like 1"
"Mtf2",0.010275653051071,0.916,"5","metal response element binding transcription factor 2"
"Rgs3",0.0102747034181521,0.8934,"4","regulator of G-protein signaling 3"
"Ttyh2",-0.0102732928722311,0.947,"11","tweety family member 2"
"Kat7",-0.0102726527968642,0.8706,"11","K(lysine) acetyltransferase 7"
"Gab2",-0.0102640651797454,0.8946,"7","growth factor receptor bound protein 2-associated protein 2"
"Mier1",0.0102625377413288,0.88,"4","MEIR1 treanscription regulator"
"Nop14",0.0102562659722159,0.8156,"5","NOP14 nucleolar protein"
"Rpia",0.0102415426294775,0.9204,"6","ribose 5-phosphate isomerase A"
"Ext2",-0.0102312780447598,0.8276,"2","exostosin glycosyltransferase 2"
"Wnt2",0.010229069339923,0.9434,"6","wingless-type MMTV integration site family, member 2"
"Ipo9",0.0102194979121553,0.7978,"1","importin 9"
"Srrm2",-0.0102194501274706,0.954,"17","serine/arginine repetitive matrix 2"
"Adck1",0.0102181255494731,0.7996,"12","aarF domain containing kinase 1"
"Rspry1",-0.0102147812603928,0.8834,"8","ring finger and SPRY domain containing 1"
"Smim8",-0.0102035087148349,0.912,"4","small integral membrane protein 8"
"Srcap",-0.0101829669219375,0.9268,"7","Snf2-related CREBBP activator protein"
"Ubn2",0.0101749916195075,0.948,"6","ubinuclein 2"
"Magoh",-0.0101661332552059,0.9194,"4","mago homolog, exon junction complex core component"
"Trim35",0.0101624596192345,0.8772,"14","tripartite motif-containing 35"
"Pomk",0.0101478887226412,0.8426,"8","protein-O-mannose kinase"
"Cinp",0.0101355825531746,0.8622,"12","cyclin-dependent kinase 2 interacting protein"
"Cog6",0.0101114748599631,0.8766,"3","component of oligomeric golgi complex 6"
"Stxbp2",-0.0101067845563811,0.9386,"8","syntaxin binding protein 2"
"Zfp770",-0.0100976894738354,0.9418,"2","zinc finger protein 770"
"Rnft1",0.0100868882387015,0.9274,"11","ring finger protein, transmembrane 1"
"Fam136a",0.0100825853560433,0.86,"6","family with sequence similarity 136, member A"
"Fam136a",0.0100825853560433,0.86,"6","family with sequence similarity 136, member A"
"Birc2",0.0100820054113759,0.8806,"9","baculoviral IAP repeat-containing 2"
"Mapre2",-0.0100772267138227,0.877,"18","microtubule-associated protein, RP/EB family, member 2"
"Pgf",-0.0100770991502483,0.9178,"12","placental growth factor"
"U2surp",0.0100698078027195,0.9116,"9","U2 snRNP-associated SURP domain containing"
"Trpm7",0.0100588934136123,0.933,"2","transient receptor potential cation channel, subfamily M, member 7"
"Helq",-0.0100515398186065,0.9404,"5","helicase, POLQ-like"
"Nqo2",-0.0100508963289774,0.8622,"13","N-ribosyldihydronicotinamide quinone reductase 2"
"Nsg2",-0.0100461602644319,0.8584,"11","neuron specific gene family member 2"
"Suv39h2",-0.0100306139737181,0.907,"2","suppressor of variegation 3-9 2"
"Kdsr",0.0100291837941766,0.898,"1","3-ketodihydrosphingosine reductase"
"Rcor1",-0.0100271260837674,0.9182,"12","REST corepressor 1"
"Gtf3c1",-0.0100251539598277,0.839,"7","general transcription factor III C 1"
"Rpn1",-0.0100195146899527,0.848,"6","ribophorin I"
"Actr10",0.0099915538984563,0.802,"12","ARP10 actin-related protein 10"
"Tmem39a",-0.00998661742117468,0.9064,"16","transmembrane protein 39a"
"Ncoa1",-0.00998408803243667,0.868,"12","nuclear receptor coactivator 1"
"Slc9a2",-0.00998265717151359,0.9062,"1","solute carrier family 9 (sodium/hydrogen exchanger), member 2"
"Tekt1",-0.00997958270346744,0.9636,"11","tektin 1"
"Pfkp",-0.00997909486921689,0.8142,"13","phosphofructokinase, platelet"
"A430033K04Rik",0.00997607051820415,0.8126,"5","RIKEN cDNA A430033K04 gene"
"Plppr3",0.00996222922507339,0.8744,"10","phospholipid phosphatase related 3"
"Dpysl2",-0.00996021575491657,0.9358,"14","dihydropyrimidinase-like 2"
"Cdk5rap1",0.00995859628029949,0.8972,"2","CDK5 regulatory subunit associated protein 1"
"Tyro3",-0.00995238076219884,0.8908,"2","TYRO3 protein tyrosine kinase 3"
"Timm10b",0.00994387911921901,0.9366,"7","translocase of inner mitochondrial membrane 10B"
"Pou2f1",0.0099397196669484,0.9354,"1","POU domain, class 2, transcription factor 1"
"Gem",0.00993802349353667,0.9384,"4","GTP binding protein (gene overexpressed in skeletal muscle)"
"Acad8",0.00993459053525214,0.838,"9","acyl-Coenzyme A dehydrogenase family, member 8"
"Ap2a2",0.00992790485948714,0.864,"7","adaptor-related protein complex 2, alpha 2 subunit"
"Cox10",0.00991444218158577,0.8302,"11","heme A:farnesyltransferase cytochrome c oxidase assembly factor 10"
"Rpl17",0.00990552967097358,0.9472,"18","ribosomal protein L17"
"Snapc1",0.00989412977727522,0.8468,"12","small nuclear RNA activating complex, polypeptide 1"
"Capn5",0.00989381956268787,0.8444,"7","calpain 5"
"Dmtf1",-0.00987029395383665,0.9354,"5","cyclin D binding myb like transcription factor 1"
"Jam2",-0.00985822164853456,0.8544,"16","junction adhesion molecule 2"
"Ncoa7",-0.00985169929211516,0.9292,"10","nuclear receptor coactivator 7"
"Aldh1l2",-0.00984757840069905,0.9008,"10","aldehyde dehydrogenase 1 family, member L2"
"Leng8",-0.00984489752827677,0.9612,"7","leukocyte receptor cluster (LRC) member 8"
"Arpc2",0.00983896553274022,0.8528,"1","actin related protein 2/3 complex, subunit 2"
"Cic",0.00983261022322424,0.856,"7","capicua transcriptional repressor"
"Rab5b",-0.00983147662759798,0.799,"10","RAB5B, member RAS oncogene family"
"Acot9",-0.00982953033034883,0.87,"X","acyl-CoA thioesterase 9"
"Nr2c2",0.00980636253051248,0.953,"6","nuclear receptor subfamily 2, group C, member 2"
"Tsc1",0.00980327280927806,0.9186,"2","TSC complex subunit 1"
"Hsd17b4",0.00980285205533704,0.8738,"18","hydroxysteroid (17-beta) dehydrogenase 4"
"Fgf14",-0.00979709961829034,0.9484,"14","fibroblast growth factor 14"
"Gnb5",-0.00978791841020232,0.8822,"9","guanine nucleotide binding protein (G protein), beta 5"
"Sh3gl2",0.00978219479878195,0.8764,"4","SH3-domain GRB2-like 2"
"Tiam1",0.00977625547853034,0.92,"16","T cell lymphoma invasion and metastasis 1"
"Dcaf7",0.00977606604824643,0.8418,"11","DDB1 and CUL4 associated factor 7"
"Kcnj10",0.00976790503477787,0.8914,"1","potassium inwardly-rectifying channel, subfamily J, member 10"
"Crebzf",0.0097668386769465,0.9246,"7","CREB/ATF bZIP transcription factor"
"Rpp38",-0.00976532985955281,0.9384,"2","ribonuclease P/MRP 38 subunit"
"Dok5",0.00976035929394348,0.923,"2","docking protein 5"
"Mapt",0.00975041105616725,0.8156,"11","microtubule-associated protein tau"
"Ube2k",0.00974984134610679,0.7978,"5","ubiquitin-conjugating enzyme E2K"
"Zfp111",-0.00974039019137463,0.8954,"7","zinc finger protein 111"
"Lrwd1",0.00973556000922393,0.9122,"5","leucine-rich repeats and WD repeat domain containing 1"
"Eif4e2",-0.00973364981874081,0.7586,"1","eukaryotic translation initiation factor 4E member 2"
"Utp3",0.00972320539895399,0.8754,"5","UTP3 small subunit processome component"
"Cyp2j6",0.00972229628767174,0.8474,"4","cytochrome P450, family 2, subfamily j, polypeptide 6"
"Abat",-0.00972212677010376,0.8364,"16","4-aminobutyrate aminotransferase"
"Fyttd1",0.00972207719423057,0.8394,"16","forty-two-three domain containing 1"
"Slc35a2",-0.0097123761430673,0.8668,"X","solute carrier family 35 (UDP-galactose transporter), member A2"
"Zfp13",-0.00969594664979923,0.899,"17","zinc finger protein 13"
"Nrf1",0.00967983554202245,0.9004,"6","nuclear respiratory factor 1"
"Matr3",-0.00967650464502334,0.9404,"18","matrin 3"
"Gpalpp1",-0.00967345530373276,0.943,"14","GPALPP motifs containing 1"
"Mink1",-0.00967146864637947,0.8516,"11","misshapen-like kinase 1 (zebrafish)"
"Coq6",0.00966658423302791,0.8818,"12","coenzyme Q6 monooxygenase"
"Adi1",0.00966211855253452,0.95,"12","acireductone dioxygenase 1"
"Slc37a3",0.00966209352757019,0.7268,"6","solute carrier family 37 (glycerol-3-phosphate transporter), member 3"
"Acadsb",0.0096598655021829,0.8136,"7","acyl-Coenzyme A dehydrogenase, short/branched chain"
"Raf1",-0.00965623104971502,0.8074,"6","v-raf-leukemia viral oncogene 1"
"N4bp2l2",0.00965026295964044,0.928,"5","NEDD4 binding protein 2-like 2"
"Map3k11",0.00963579835465822,0.9166,"19","mitogen-activated protein kinase kinase kinase 11"
"Ube2g2",0.00963567765761386,0.892,"10","ubiquitin-conjugating enzyme E2G 2"
"Tubb2b",0.00962391638379501,0.9186,"13","tubulin, beta 2B class IIB"
"Ccdc32",0.00962237074195915,0.9004,"2","coiled-coil domain containing 32"
"Tra2a",-0.00962225605370737,0.93,"6","transformer 2 alpha"
"Sorbs1",-0.00962060050519842,0.8762,"19","sorbin and SH3 domain containing 1"
"Nrd1",0.00961245841927827,0.843,"4","nardilysin, N-arginine dibasic convertase, NRD convertase 1"
"Ube2d2a",0.00960991985698278,0.813,"18","ubiquitin-conjugating enzyme E2D 2A"
"Lypla1",-0.00960545147731207,0.9336,"1","lysophospholipase 1"
"Pex1",-0.00960187479171193,0.9004,"5","peroxisomal biogenesis factor 1"
"Kirrel2",-0.00959903559538988,0.918,"7","kirre like nephrin family adhesion molecule 2"
"Gk",0.00958943666737966,0.9364,"X","glycerol kinase"
"Rmnd5a",0.00958205439448889,0.8714,"6","required for meiotic nuclear division 5 homolog A"
"Hook2",0.00956902089009937,0.9376,"8","hook microtubule tethering protein 2"
"Zfp605",-0.00956292807713854,0.956,"5","zinc finger protein 605"
"Rnf166",0.00955656550667783,0.9302,"8","ring finger protein 166"
"Degs1",-0.00954742914636775,0.8992,"1","delta(4)-desaturase, sphingolipid 1"
"1700001L19Rik",0.00954480249586442,0.93,"13","RIKEN cDNA 1700001L19 gene"
"Rad23a",-0.00954112119550743,0.875,"8","RAD23 homolog A, nucleotide excision repair protein"
"Kif1a",0.00953683673644257,0.8596,"1","kinesin family member 1A"
"Rtn4ip1",-0.00953677596933522,0.8516,"10","reticulon 4 interacting protein 1"
"Fbxl18",0.00953476443881307,0.935,"5","F-box and leucine-rich repeat protein 18"
"Stx6",0.00953442259120418,0.8948,"1","syntaxin 6"
"Ttpal",0.00953279616190716,0.8722,"2","tocopherol (alpha) transfer protein-like"
"Zfp84",-0.00952545531425919,0.9016,"7","zinc finger protein 84"
"Zfp141",-0.00951928293686555,0.8992,"7","zinc finger protein 141"
"Spg11",-0.00951852407429499,0.9256,"2","SPG11, spatacsin vesicle trafficking associated"
"Pias4",0.00951230945840642,0.8552,"10","protein inhibitor of activated STAT 4"
"Efemp2",0.00950910524416582,0.91,"19","epidermal growth factor-containing fibulin-like extracellular matrix protein 2"
"Ndufa1",0.00950547164972804,0.9192,"X","NADH:ubiquinone oxidoreductase subunit A1"
"Alyref",-0.00950388423321158,0.8718,"11","Aly/REF export factor"
"Sh3bgrl2",-0.00950089207629645,0.938,"9","SH3 domain binding glutamic acid-rich protein like 2"
"Sccpdh",0.00948440608095602,0.8978,"1","saccharopine dehydrogenase (putative)"
"Slc24a2",-0.00948377744288997,0.9418,"4","solute carrier family 24 (sodium/potassium/calcium exchanger), member 2"
"Cacfd1",-0.0094791130824996,0.8772,"2","calcium channel flower domain containing 1"
"Ppp1r32",-0.0094690554003336,0.9634,"19","protein phosphatase 1, regulatory subunit 32"
"Ndrg1",-0.00946874104100281,0.9464,"15","N-myc downstream regulated gene 1"
"Iws1",0.00946759356593763,0.9242,"18","IWS1, SUPT6 interacting protein"
