"symbol","logFC","P.Value","chr","description"
"Pikfyve",-0.0124315714729777,0.854,"1","phosphoinositide kinase, FYVE type zinc finger containing"
"Vps4a",-0.0124047046145854,0.886,"8","vacuolar protein sorting 4A"
"Rabep1",-0.0123987985825318,0.8424,"11","rabaptin, RAB GTPase binding effector protein 1"
"Rab3a",-0.0123874796294459,0.9928,"8","RAB3A, member RAS oncogene family"
"Bdh1",0.0123863538478624,0.8692,"16","3-hydroxybutyrate dehydrogenase, type 1"
"Sirt3",0.0123815861798677,0.8896,"7","sirtuin 3"
"Pdcd6",-0.0123770176394169,0.8948,"13","programmed cell death 6"
"Psme1",-0.0123671963891381,0.9084,"14","proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)"
"Hspa9",-0.0123664248965936,0.8684,"18","heat shock protein 9"
"Hdhd2",-0.0123653408325408,0.9124,"18","haloacid dehalogenase-like hydrolase domain containing 2"
"Gpatch8",-0.0123613111583669,0.9448,"11","G patch domain containing 8"
"Rcor3",-0.0123559458301576,0.8752,"1","REST corepressor 3"
"Ptprz1",0.0123478838986184,0.8664,"6","protein tyrosine phosphatase, receptor type Z, polypeptide 1"
"Nefl",-0.012325133716292,0.9204,"14","neurofilament, light polypeptide"
"Tbl1x",0.0123246181415864,0.94,"X","transducin (beta)-like 1 X-linked"
"Safb",0.0123085151968843,0.8936,"17","scaffold attachment factor B"
"Gtf3c5",0.0122962073139004,0.8836,"2","general transcription factor IIIC, polypeptide 5"
"Osbpl6",-0.012295313469604,0.9392,"2","oxysterol binding protein-like 6"
"Cdc42se2",-0.0122952080625041,0.8948,"11","CDC42 small effector 2"
"Agfg1",-0.0122917120594792,0.8588,"1","ArfGAP with FG repeats 1"
"Vmp1",-0.0122897396574642,0.934,"11","vacuole membrane protein 1"
"Dhodh",-0.0122857571838866,0.8912,"8","dihydroorotate dehydrogenase"
"Rnf111",0.0122659226820989,0.8856,"9","ring finger 111"
"Ctsl",0.0122413023382375,0.8964,"13","cathepsin L"
"Gusb",0.01223015423263,0.9252,"5","glucuronidase, beta"
"Pfkfb3",0.012215593894819,0.9468,"2","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"
"Tceal9",-0.0122101845233882,0.9292,"X","transcription elongation factor A like 9"
"Rps29",0.0122074747274148,0.9568,"12","ribosomal protein S29"
"Actg1",-0.0121965662004904,0.9096,"11","actin, gamma, cytoplasmic 1"
"Adh5",0.0121867750489253,0.9088,"3","alcohol dehydrogenase 5 (class III), chi polypeptide"
"Tigd2",0.0121802589188329,0.9112,"6","tigger transposable element derived 2"
"R3hcc1l",-0.0121793251844435,0.8396,"19","R3H domain and coiled-coil containing 1 like"
"Cdipt",0.0121766454251198,0.934,"7","CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase)"
"Cpne5",-0.0121699699343774,0.9472,"17","copine V"
"Setx",0.0121647097337787,0.9196,"2","senataxin"
"Hadhb",-0.0121616402569904,0.9104,"5","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta"
"Emc8",-0.012153914559728,0.828,"8","ER membrane protein complex subunit 8"
"1700047M11Rik",0.0121510236483249,0.9504,"1","RIKEN cDNA 1700047M11 gene"
"Tulp3",-0.0121092146499979,0.9144,"6","tubby-like protein 3"
"Dync2h1",-0.0120939362097712,0.9628,"9","dynein cytoplasmic 2 heavy chain 1"
"Pik3cd",-0.0120924426599665,0.948,"4","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
"Trrap",0.0120741764154459,0.9532,"5","transformation/transcription domain-associated protein"
"P4ha2",-0.0120736643663193,0.884,"11","procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha II polypeptide"
"Zfp687",-0.0120637478085186,0.9228,"3","zinc finger protein 687"
"Creb3l2",0.0120581603976242,0.8952,"6","cAMP responsive element binding protein 3-like 2"
"Cab39",-0.0120545041052136,0.8736,"1","calcium binding protein 39"
"Psmg3",0.0120441517144529,0.9548,"5","proteasome (prosome, macropain) assembly chaperone 3"
"Cfap43",0.0120382548517322,0.962,"19","cilia and flagella associated protein 43"
"Tsfm",0.0120299180737051,0.9268,"10","Ts translation elongation factor, mitochondrial"
"Asph",-0.0120242269925761,0.9216,"4","aspartate-beta-hydroxylase"
"Man2a1",0.0120179225743304,0.9436,"17","mannosidase 2, alpha 1"
"Slc29a4",0.0120138023155851,0.9476,"5","solute carrier family 29 (nucleoside transporters), member 4"
"Rab40c",-0.0120094948336948,0.8984,"17","Rab40C, member RAS oncogene family"
"Stt3a",0.011999016569316,0.9332,"9","STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)"
"Hsd17b4",-0.0119938493729093,0.9276,"18","hydroxysteroid (17-beta) dehydrogenase 4"
"Bmp4",-0.0119857336265921,0.9556,"14","bone morphogenetic protein 4"
"Ube2d2a",0.0119458914893267,0.8248,"18","ubiquitin-conjugating enzyme E2D 2A"
"Stum",-0.0119424580094467,0.9048,"1","mechanosensory transduction mediator"
"Kdm6a",0.0119237072028824,0.926,"X","lysine (K)-specific demethylase 6A"
"Magee1",-0.011911112173042,0.9204,"X","MAGE family member E1"
"Fat1",0.0118841848793334,0.8436,"8","FAT atypical cadherin 1"
"Dip2b",-0.0118803160556631,0.8208,"15","disco interacting protein 2 homolog B"
"Rab6a",0.0118791507988547,0.8712,"7","RAB6A, member RAS oncogene family"
"Gpr155",0.0118613274941186,0.8732,"2","G protein-coupled receptor 155"
"Eef1a2",0.0118533713267173,0.8824,"2","eukaryotic translation elongation factor 1 alpha 2"
"Ccdc51",0.0118331960122555,0.9404,"9","coiled-coil domain containing 51"
"Nrf1",0.0118319537843616,0.88,"6","nuclear respiratory factor 1"
"Chm",-0.0118269321709308,0.9284,"X","choroidermia (RAB escort protein 1)"
"Slitrk3",0.0118267583637266,0.836,"3","SLIT and NTRK-like family, member 3"
"Rdh13",-0.011814206835743,0.9,"7","retinol dehydrogenase 13 (all-trans and 9-cis)"
"Crtc2",0.011809997261377,0.9128,"3","CREB regulated transcription coactivator 2"
"Mccc1",-0.0117954630674211,0.9724,"3","methylcrotonoyl-Coenzyme A carboxylase 1 (alpha)"
"Mrpl10",0.0117884774060562,0.9288,"11","mitochondrial ribosomal protein L10"
"Oxct1",-0.0117831797040768,0.9308,"15","3-oxoacid CoA transferase 1"
"Ankrd28",-0.0117423409318258,0.932,"14","ankyrin repeat domain 28"
"Emp2",-0.0117228431745122,0.8444,"16","epithelial membrane protein 2"
"Smarcd3",0.0117048298136222,0.7336,"5","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3"
"Rbm8a",-0.0117029343914261,0.9068,"3","RNA binding motif protein 8a"
"Fads3",-0.0116902228544351,0.92,"19","fatty acid desaturase 3"
"Ppp2r2c",-0.0116786466644818,0.884,"5","protein phosphatase 2, regulatory subunit B, gamma"
"Aph1a",-0.0116643854725638,0.9188,"3","aph1 homolog A, gamma secretase subunit"
"Ehmt1",0.0116641617304563,0.9332,"2","euchromatic histone methyltransferase 1"
"Numbl",-0.0116591492348865,0.8836,"7","numb-like"
"Atmin",-0.0116526558426475,0.8784,"8","ATM interactor"
"Tdrkh",0.0116281658457993,0.826,"3","tudor and KH domain containing protein"
"Rsrc1",0.0116250428236508,0.8552,"3","arginine/serine-rich coiled-coil 1"
"Vit",0.0116104399939359,0.9448,"17","vitrin"
"Stc2",0.0115967060141227,0.9316,"11","stanniocalcin 2"
"Ipo9",-0.0115825682901471,0.822,"1","importin 9"
"Echs1",-0.0115792553897265,0.9072,"7","enoyl Coenzyme A hydratase, short chain, 1, mitochondrial"
"Rassf4",-0.0115744078902296,0.934,"6","Ras association (RalGDS/AF-6) domain family member 4"
"C630031E19Rik",-0.0115712102164531,0.9364,"12","RIKEN cDNA C630031E19 gene"
"Prelid3b",-0.011569471902888,0.9064,"2","PRELI domain containing 3B"
"Strn4",-0.0115521248649406,0.9376,"7","striatin, calmodulin binding protein 4"
"Mir9-3hg",0.0115466557861286,0.8864,"7","Mir9-3 host gene"
"Vkorc1",-0.0115426533950003,0.9504,"7","vitamin K epoxide reductase complex, subunit 1"
"Tlk1",-0.0115418680897754,0.934,"2","tousled-like kinase 1"
"Zyx",0.01154149751597,0.856,"6","zyxin"
"Ctsf",-0.0115294799101209,0.8948,"19","cathepsin F"
"Ptgs1",-0.0115112093609588,0.936,"2","prostaglandin-endoperoxide synthase 1"
"Mtmr7",0.0114967742161971,0.9088,"8","myotubularin related protein 7"
"Adamts9",0.0114821233409987,0.9008,"6","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9"
"Noct",-0.0114798451984131,0.9428,"3","nocturnin"
"Katnal1",-0.0114692970592847,0.8688,"5","katanin p60 subunit A-like 1"
"Arhgef18",-0.0114594104416614,0.8732,"8","rho/rac guanine nucleotide exchange factor (GEF) 18"
"Negr1",0.011457222909331,0.9276,"3","neuronal growth regulator 1"
"Pik3c2a",-0.0114384375399768,0.9284,"7","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha"
"Zfp358",0.0114313492573341,0.9116,"8","zinc finger protein 358"
"Itpk1",-0.0114172797074206,0.9172,"12","inositol 1,3,4-triphosphate 5/6 kinase"
"Herc1",0.0114102908054736,0.94,"9","HECT and RLD domain containing E3 ubiquitin protein ligase family member 1"
"Degs1",-0.0114064202566091,0.9248,"1","delta(4)-desaturase, sphingolipid 1"
"Sypl",-0.0113862047710214,0.9056,"12","synaptophysin-like protein"
"Khdrbs2",0.0113819955412495,0.9232,"1","KH domain containing, RNA binding, signal transduction associated 2"
"Lats2",0.0113737166740924,0.9348,"14","large tumor suppressor 2"
"Uchl5",0.0113285456162462,0.8984,"1","ubiquitin carboxyl-terminal esterase L5"
"Helz",-0.0113188108940943,0.9528,"11","helicase with zinc finger domain"
"Pkm",-0.0112967219314264,0.9404,"9","pyruvate kinase, muscle"
"Fem1b",0.0112908677909491,0.8896,"9","fem 1 homolog b"
"Gars",0.0112793072065838,0.8636,"6","glycyl-tRNA synthetase"
"Sh3kbp1",0.0112581772506228,0.9052,"X","SH3-domain kinase binding protein 1"
"1110065P20Rik",-0.0112532801240843,0.9632,"4","RIKEN cDNA 1110065P20 gene"
"Smarce1",-0.0112297171266933,0.9188,"11","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"
"Arl8a",-0.0112233746555876,0.8996,"1","ADP-ribosylation factor-like 8A"
"Kctd12",0.0112228537693548,0.9136,"14","potassium channel tetramerisation domain containing 12"
"Ubxn7",-0.0112039534359694,0.7964,"16","UBX domain protein 7"
"Terf2ip",0.0112016529403762,0.8888,"8","telomeric repeat binding factor 2, interacting protein"
"Aqr",0.0111877886610516,0.9244,"2","aquarius"
"Cstf2t",0.0111811682126275,0.9068,"19","cleavage stimulation factor, 3' pre-RNA subunit 2, tau"
"Ccdc28b",-0.0111764943273309,0.8972,"4","coiled coil domain containing 28B"
"Nudt21",-0.0111691420937654,0.926,"8","nudix (nucleoside diphosphate linked moiety X)-type motif 21"
"Zfp738",-0.0111582604564138,0.9388,"13","zinc finger protein 738"
"Zbtb14",0.0111574265585803,0.9412,"17","zinc finger and BTB domain containing 14"
"Adra2c",-0.0111572045208801,0.9456,"5","adrenergic receptor, alpha 2c"
"Slc9a6",-0.0111515024283984,0.9396,"X","solute carrier family 9 (sodium/hydrogen exchanger), member 6"
"Tmem263",-0.0111479103082042,0.9108,"10","transmembrane protein 263"
"Dip2c",0.0111219010992052,0.8732,"13","disco interacting protein 2 homolog C"
"Zfp148",0.0111182935393694,0.9264,"16","zinc finger protein 148"
"Mdc1",0.0111177098753465,0.9256,"17","mediator of DNA damage checkpoint 1"
"Ndufa7",0.0111149754585798,0.9192,"17","NADH:ubiquinone oxidoreductase subunit A7"
"Trip4",-0.0111114014198774,0.852,"9","thyroid hormone receptor interactor 4"
"Bap1",-0.0111103507106591,0.8688,"14","Brca1 associated protein 1"
"Utp14b",0.0111085596083105,0.9136,"1","UTP14B small subunit processome component"
"Nsg2",0.0111034384463533,0.878,"11","neuron specific gene family member 2"
"Mapkap1",0.0110991138137582,0.888,"2","mitogen-activated protein kinase associated protein 1"
"Cdkl2",0.0110907160569678,0.8732,"5","cyclin-dependent kinase-like 2 (CDC2-related kinase)"
"Arcn1",-0.0110811088249916,0.8928,"9","archain 1"
"Fam120c",0.0110788942860811,0.8812,"X","family with sequence similarity 120, member C"
"Trp53inp2",0.0110738969010011,0.9628,"2","transformation related protein 53 inducible nuclear protein 2"
"Atp1b3",0.0110690650825811,0.9008,"9","ATPase, Na+/K+ transporting, beta 3 polypeptide"
"Mrpl37",0.0110659532428405,0.9092,"4","mitochondrial ribosomal protein L37"
"Hbegf",-0.0110629978913757,0.8716,"18","heparin-binding EGF-like growth factor"
"Hp1bp3",-0.0110612828227721,0.8112,"4","heterochromatin protein 1, binding protein 3"
"Larp7",-0.0110573027829002,0.8588,"3","La ribonucleoprotein 7, transcriptional regulator"
"Sipa1",-0.0110476918371418,0.8736,"19","signal-induced proliferation associated gene 1"
"Pdlim4",0.0110355810783203,0.9436,"11","PDZ and LIM domain 4"
"Zfx",-0.0110282280671115,0.8396,"X","zinc finger protein X-linked"
"Sema4a",0.0110251066002887,0.9248,"3","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A"
"Gipc1",0.0110245216421943,0.9032,"8","GIPC PDZ domain containing family, member 1"
"Slc5a3",0.0109930966153158,0.9532,"16","solute carrier family 5 (inositol transporters), member 3"
"Rsu1",-0.0109904590916461,0.968,"2","Ras suppressor protein 1"
"Cdc37",0.0109804519700347,0.92,"9","cell division cycle 37"
"Gpr137",-0.0109737628479536,0.9416,"19","G protein-coupled receptor 137"
"Dcun1d2",0.0109626392991178,0.828,"8","DCN1, defective in cullin neddylation 1, domain containing 2 (S. cerevisiae)"
"Zbed3",-0.0109231734561934,0.9468,"13","zinc finger, BED type containing 3"
"Rad17",-0.0109122654423466,0.8988,"13","RAD17 checkpoint clamp loader component"
"Lbh",-0.0108932150262415,0.8944,"17","limb-bud and heart"
"Alkbh3",-0.0108854239702691,0.9556,"2","alkB homolog 3, alpha-ketoglutarate-dependent dioxygenase"
"Adcy1",-0.0108723279438738,0.9088,"11","adenylate cyclase 1"
"Slc35b1",0.0108575852042154,0.8888,"11","solute carrier family 35, member B1"
"Armcx5",-0.0108532293464494,0.9312,"X","armadillo repeat containing, X-linked 5"
"Sel1l3",0.0108504599730148,0.9644,"5","sel-1 suppressor of lin-12-like 3 (C. elegans)"
"Arhgef26",-0.0108403012093738,0.9256,"3","Rho guanine nucleotide exchange factor (GEF) 26"
"M6pr",-0.0108329311441739,0.8788,"6","mannose-6-phosphate receptor, cation dependent"
"Kcnab1",0.0108270197345961,0.9184,"3","potassium voltage-gated channel, shaker-related subfamily, beta member 1"
"Tbc1d30",-0.010809250570432,0.9232,"10","TBC1 domain family, member 30"
"Epb41l3",0.0107705505458284,0.8944,"17","erythrocyte membrane protein band 4.1 like 3"
"Cltb",-0.0107685460353553,0.9408,"13","clathrin, light polypeptide (Lcb)"
"Mapk8",-0.0107659027216549,0.8932,"14","mitogen-activated protein kinase 8"
"Emsy",0.0107652207040898,0.9012,"7","EMSY, BRCA2-interacting transcriptional repressor"
"Ddx18",-0.0107466113243113,0.9104,"1","DEAD box helicase 18"
"Slc25a11",0.0107447166926855,0.8664,"11","solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11"
"Tcf19",-0.0107222450307733,0.9312,"17","transcription factor 19"
"Cavin3",0.0107138946604435,0.9424,"7","caveolae associated 3"
"Mon1b",-0.0106953643447492,0.8508,"8","MON1 homolog B, secretory traffciking associated"
"Nkap",-0.010632266358618,0.9248,"X","NFKB activating protein"
"Ankrd24",0.0106318246980477,0.9252,"10","ankyrin repeat domain 24"
"Fcsk",-0.0106314910070004,0.9328,"8","fucose kinase"
"Phf23",-0.0106227508412573,0.9356,"11","PHD finger protein 23"
"Mpg",0.010620282192856,0.9492,"11","N-methylpurine-DNA glycosylase"
"Ascc2",0.0106140564278849,0.9392,"11","activating signal cointegrator 1 complex subunit 2"
"Zfp688",-0.0106116457795395,0.954,"7","zinc finger protein 688"
"Copb2",-0.0106059812647272,0.8796,"9","coatomer protein complex, subunit beta 2 (beta prime)"
"Ubap2",-0.0105871332503469,0.8616,"4","ubiquitin-associated protein 2"
"Btbd6",0.0105595652306478,0.9372,"12","BTB (POZ) domain containing 6"
"Dctn2",0.010534013769762,0.908,"10","dynactin 2"
"Rhoq",-0.010533652739217,0.8468,"17","ras homolog family member Q"
"Uprt",0.0105316339884238,0.9372,"X","uracil phosphoribosyltransferase"
"Plscr3",-0.0104959291662454,0.91,"11","phospholipid scramblase 3"
"Ccdc85c",-0.0104875058747833,0.9236,"12","coiled-coil domain containing 85C"
"Nphp1",0.0104802730564355,0.9464,"2","nephronophthisis 1 (juvenile) homolog (human)"
"Tmem64",-0.0104772899621919,0.8868,"4","transmembrane protein 64"
"Lrrc24",-0.0104652313820832,0.926,"15","leucine rich repeat containing 24"
"Pcyox1l",-0.0104552614064675,0.9448,"18","prenylcysteine oxidase 1 like"
"Proser1",-0.0104294638847353,0.97,"3","proline and serine rich 1"
"Trappc9",-0.0104162420168796,0.932,"15","trafficking protein particle complex 9"
"Gpr162",0.0104155739017067,0.8688,"6","G protein-coupled receptor 162"
"Scaf1",-0.0104047882125142,0.9284,"7","SR-related CTD-associated factor 1"
"Pyroxd1",0.0103978786875358,0.9772,"6","pyridine nucleotide-disulphide oxidoreductase domain 1"
"Srek1ip1",-0.0103957191264623,0.8836,"13","splicing regulatory glutamine/lysine-rich protein 1interacting protein 1"
"Tep1",-0.0103865695151124,0.978,"14","telomerase associated protein 1"
"Casp3",-0.0103810020761261,0.9332,"8","caspase 3"
"Fzd3",0.010375354327401,0.95,"14","frizzled class receptor 3"
"Pip5k1a",0.0103730202129935,0.8956,"3","phosphatidylinositol-4-phosphate 5-kinase, type 1 alpha"
"Kcnq2",-0.0103308378860998,0.9388,"2","potassium voltage-gated channel, subfamily Q, member 2"
"Gigyf2",0.010320502287442,0.9048,"1","GRB10 interacting GYF protein 2"
"Cmpk2",-0.0103153053835863,0.9456,"12","cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial"
"Ppp1r12b",-0.0103030154402708,0.8924,"1","protein phosphatase 1, regulatory subunit 12B"
"Rnf10",-0.0102824786436351,0.8928,"5","ring finger protein 10"
"Leprotl1",-0.0102624263370208,0.9132,"8","leptin receptor overlapping transcript-like 1"
"Efcab14",0.0102561144288815,0.9172,"4","EF-hand calcium binding domain 14"
"Slc8a2",0.0102182279528584,0.8964,"7","solute carrier family 8 (sodium/calcium exchanger), member 2"
"Ccdc6",-0.0101768981510713,0.8096,"10","coiled-coil domain containing 6"
"Gdf11",0.0101445150751207,0.8944,"10","growth differentiation factor 11"
"Arpc5",0.0101399624097382,0.8984,"1","actin related protein 2/3 complex, subunit 5"
"Nutf2",0.0101305358638033,0.8788,"8","nuclear transport factor 2"
"Adam22",-0.0101251705805243,0.9184,"5","a disintegrin and metallopeptidase domain 22"
"Ulk1",0.0101089605137465,0.8776,"5","unc-51 like kinase 1"
"Arhgef4",0.010100316944003,0.89,"1","Rho guanine nucleotide exchange factor (GEF) 4"
"Hepacam",0.0100940231967863,0.9776,"9","hepatocyte cell adhesion molecule"
"Drosha",0.0100914038699758,0.8716,"15","drosha, ribonuclease type III"
"Shoc2",-0.0100853645707604,0.9228,"19","Shoc2, leucine rich repeat scaffold protein"
"Hgh1",0.0100744029450799,0.9308,"15","HGH1 homolog"
"Enah",-0.0100726406842719,0.8852,"1","ENAH actin regulator"
"Grm7",0.0100568554834393,0.9264,"6","glutamate receptor, metabotropic 7"
"Selenos",0.0100499185086349,0.9232,"7","selenoprotein S"
"Xpo5",-0.0100350882215885,0.8812,"17","exportin 5"
"Atxn7l3",0.0100293987135061,0.9092,"11","ataxin 7-like 3"
"Usp42",-0.0100153075000344,0.902,"5","ubiquitin specific peptidase 42"
"Armcx2",0.0100125748873365,0.898,"X","armadillo repeat containing, X-linked 2"
"Got2",0.0100073521805149,0.8152,"8","glutamatic-oxaloacetic transaminase 2, mitochondrial"
"Atf7",-0.0100044172700908,0.9264,"15","activating transcription factor 7"
"Habp4",-0.0100014972245281,0.876,"13","hyaluronic acid binding protein 4"
"Bicd2",0.00999898008386424,0.9328,"13","BICD cargo adaptor 2"
"Eif1a",-0.00999768335088547,0.956,"18","eukaryotic translation initiation factor 1A"
"Nol11",-0.00999093048231003,0.8812,"11","nucleolar protein 11"
"Rtl8c",0.00997805382383188,0.9164,"X","retrotransposon Gag like 8C"
