"symbol","logFC","P.Value","chr","description"
"Stag2",0.0652383974205328,0.5964,"X","stromal antigen 2"
"Ctdnep1",0.0652362229320085,0.5312,"11","CTD nuclear envelope phosphatase 1"
"Snapc2",0.0652285149153897,0.6676,"8","small nuclear RNA activating complex, polypeptide 2"
"Sigmar1",0.0652195163418057,0.2968,"4","sigma non-opioid intracellular receptor 1"
"Mt3",0.0652144886550428,0.746,"8","metallothionein 3"
"Hpcal1",0.0652053113394127,0.6376,"12","hippocalcin-like 1"
"Wdr44",-0.0652025681863897,0.642,"X","WD repeat domain 44"
"Ilf2",0.0651882464265325,0.4204,"3","interleukin enhancer binding factor 2"
"Shisa2",0.065186533714032,0.8328,"14","shisa family member 2"
"Pex7",0.0651794893070692,0.5244,"10","peroxisomal biogenesis factor 7"
"Rpl32",0.0651686912749305,0.6244,"6","ribosomal protein L32"
"Hes6",0.0651415610812873,0.746,"1","hairy and enhancer of split 6"
"Cdr2",0.0651137874263883,0.8212,"7","cerebellar degeneration-related 2"
"Zfp513",0.0651110672327739,0.5188,"5","zinc finger protein 513"
"Kdm5b",-0.0651069207548174,0.268,"1","lysine (K)-specific demethylase 5B"
"Rprd1a",0.0650780144111929,0.6212,"18","regulation of nuclear pre-mRNA domain containing 1A"
"Bms1",0.0650740827525595,0.7184,"6","BMS1, ribosome biogenesis factor"
"Rfx2",0.0650662901584003,0.7928,"17","regulatory factor X, 2 (influences HLA class II expression)"
"Cbfa2t3",0.0650309716814492,0.7864,"8","CBFA2/RUNX1 translocation partner 3"
"Zswim6",0.0650298309556989,0.48,"13","zinc finger SWIM-type containing 6"
"Traf2",-0.0650140525517577,0.4748,"2","TNF receptor-associated factor 2"
"Ldhb",0.0650061850037265,0.5496,"6","lactate dehydrogenase B"
"Mtmr1",0.0650026990787627,0.3956,"X","myotubularin related protein 1"
"Dnajc30",0.0649957754222532,0.6744,"5","DnaJ heat shock protein family (Hsp40) member C30"
"Nacc2",-0.0649855514727227,0.4852,"2","nucleus accumbens associated 2, BEN and BTB (POZ) domain containing"
"Vps11",0.0649763228367011,0.0672,"9","VPS11, CORVET/HOPS core subunit"
"Hyls1",0.0649589040542802,0.6464,"9","HYLS1, centriolar and ciliogenesis associated"
"Dolpp1",0.064955347853985,0.4864,"2","dolichyl pyrophosphate phosphatase 1"
"Sap130",-0.0649453215585245,0.4236,"18","Sin3A associated protein"
"Trir",0.0649355005446735,0.6412,"8","telomerase RNA component interacting RNase"
"Tmem114",-0.0649227355147088,0.7976,"16","transmembrane protein 114"
"Trip10",-0.0649128836863544,0.6112,"17","thyroid hormone receptor interactor 10"
"Zmpste24",0.064900606507603,0.404,"4","zinc metallopeptidase, STE24"
"Ambra1",-0.0648935752104363,0.1996,"2","autophagy/beclin 1 regulator 1"
"Slc25a16",0.0648637950522204,0.4616,"10","solute carrier family 25 (mitochondrial carrier, Graves disease autoantigen), member 16"
"Synrg",-0.0648555735852705,0.4028,"11","synergin, gamma"
"Pnoc",0.0648450155847731,0.6436,"14","prepronociceptin"
"Irs2",-0.0648342709992695,0.4196,"8","insulin receptor substrate 2"
"Tpst1",0.064833500578005,0.5752,"5","protein-tyrosine sulfotransferase 1"
"Rnasek",0.0648257938590575,0.7592,"11","ribonuclease, RNase K"
"Rnf146",-0.0648253178079115,0.4744,"10","ring finger protein 146"
"Cep250",0.0648082114454986,0.7024,"2","centrosomal protein 250"
"Wdfy1",0.0647017423515415,0.8368,"1","WD repeat and FYVE domain containing 1"
"Slc31a2",0.0646987669847752,0.7152,"4","solute carrier family 31, member 2"
"Ptrh2",0.0646869476014844,0.5032,"11","peptidyl-tRNA hydrolase 2"
"Abcd2",0.0646791436342999,0.422,"15","ATP-binding cassette, sub-family D (ALD), member 2"
"Mtg1",0.0646759539993291,0.5092,"7","mitochondrial ribosome-associated GTPase 1"
"Haus5",0.0646408277168788,0.7064,"7","HAUS augmin-like complex, subunit 5"
"Sec16a",-0.0646127292018415,0.6584,"2","SEC16 homolog A, endoplasmic reticulum export factor"
"Nfil3",0.0646094756144677,0.756,"13","nuclear factor, interleukin 3, regulated"
"Cherp",-0.0645965860221711,0.57,"8","calcium homeostasis endoplasmic reticulum protein"
"Tradd",-0.0645936178589168,0.6732,"8","TNFRSF1A-associated via death domain"
"Myrip",-0.0645897534720561,0.2796,"9","myosin VIIA and Rab interacting protein"
"Arid1a",-0.0645843290000254,0.5568,"4","AT rich interactive domain 1A (SWI-like)"
"Sox10",-0.0645556849954945,0.7052,"15","SRY (sex determining region Y)-box 10"
"Magt1",0.0645444599196479,0.6968,"X","magnesium transporter 1"
"Ap4e1",0.0645368503166335,0.822,"2","adaptor-related protein complex AP-4, epsilon 1"
"Ak6",0.064525503175092,0.6736,"13","adenylate kinase 6"
"Ak6",0.064525503175092,0.6736,"13","adenylate kinase 6"
"Rab5if",-0.0645199745889,0.5688,"2","RAB5 interacting factor"
"Tspan15",0.0645169913612227,0.7176,"10","tetraspanin 15"
"Adcy8",-0.0645088558670328,0.6548,"15","adenylate cyclase 8"
"Ccdc73",0.0644859717571999,0.7912,"2","coiled-coil domain containing 73"
"Cpsf7",0.0644734975102228,0.5368,"19","cleavage and polyadenylation specific factor 7"
"Ncam1",0.0644692523804427,0.5148,"9","neural cell adhesion molecule 1"
"Kctd20",-0.0644672277725249,0.0244,"17","potassium channel tetramerisation domain containing 20"
"Pcnt",-0.0644511913908516,0.6128,"10","pericentrin (kendrin)"
"Cacna2d1",0.0644372479631112,0.41,"5","calcium channel, voltage-dependent, alpha2/delta subunit 1"
"Atf1",0.0644292369346466,0.5592,"15","activating transcription factor 1"
"Mrto4",0.0644235319289761,0.1728,"4","mRNA turnover 4, ribosome maturation factor"
"Brinp2",-0.0644104292758714,0.5948,"1","bone morphogenic protein/retinoic acid inducible neural-specific 2"
"Syn3",-0.0644029846202816,0.7116,"10","synapsin III"
"Acat1",0.0643979903553094,0.2932,"9","acetyl-Coenzyme A acetyltransferase 1"
"Gmppb",0.0643497434430635,0.588,"9","GDP-mannose pyrophosphorylase B"
"Stx5a",0.0643459515417701,0.6244,"19","syntaxin 5A"
"Pde1a",-0.0642932801390339,0.642,"2","phosphodiesterase 1A, calmodulin-dependent"
"Pelo",-0.0642896695608819,0.798,"13","pelota mRNA surveillance and ribosome rescue factor"
"Vav2",-0.0642722315066195,0.562,"2","vav 2 oncogene"
"Slc9a2",-0.0642650283749759,0.6236,"1","solute carrier family 9 (sodium/hydrogen exchanger), member 2"
"Aprt",0.06425935817522,0.6524,"8","adenine phosphoribosyl transferase"
"Gm7694",0.0642312434419434,0.7932,"1","predicted gene 7694"
"Hsph1",0.064195199901917,0.634,"5","heat shock 105kDa/110kDa protein 1"
"Txndc9",0.0641742361426765,0.498,"1","thioredoxin domain containing 9"
"Poli",0.0641548144985449,0.566,"18","polymerase (DNA directed), iota"
"Wnt7b",0.064143828585892,0.6804,"15","wingless-type MMTV integration site family, member 7B"
"Pak1ip1",0.0641148703322791,0.1864,"13","PAK1 interacting protein 1"
"Sf3b3",0.064113643907846,0.0896,"8","splicing factor 3b, subunit 3"
"Phyhip",-0.0640691925608401,0.5248,"14","phytanoyl-CoA hydroxylase interacting protein"
"Nr1h3",-0.0640565449012982,0.7292,"2","nuclear receptor subfamily 1, group H, member 3"
"Slitrk1",-0.0640430342943361,0.4764,"14","SLIT and NTRK-like family, member 1"
"Phtf1",0.0640359354402493,0.4708,"3","putative homeodomain transcription factor 1"
"Mettl26",0.0640227073416701,0.6768,"17","methyltransferase like 26"
"Dhcr24",-0.0640054706989526,0.6584,"4","24-dehydrocholesterol reductase"
"Sfr1",0.0640001309683562,0.5876,"19","SWI5 dependent recombination repair 1"
"Cyb5a",0.0639939792497382,0.6404,"18","cytochrome b5 type A (microsomal)"
"Emx2",0.0639914039092337,0.5728,"19","empty spiracles homeobox 2"
"Cdr2l",-0.0639874260706152,0.48,"11","cerebellar degeneration-related protein 2-like"
"Nfic",-0.0639416534450854,0.5416,"10","nuclear factor I/C"
"Mycbpap",-0.0639357072879232,0.8984,"11","MYCBP associated protein"
"Chst1",0.0639258683050397,0.4712,"2","carbohydrate sulfotransferase 1"
"Rbm3",0.0639255910306629,0.3684,"X","RNA binding motif (RNP1, RRM) protein 3"
"Rbm3",0.0639255910306629,0.3684,"X","RNA binding motif (RNP1, RRM) protein 3"
"Rbm41",0.063830911191388,0.6888,"X","RNA binding motif protein 41"
"Zfp180",0.0638088880375571,0.2732,"7","zinc finger protein 180"
"Mical1",-0.0638082422266164,0.6268,"10","microtubule associated monooxygenase, calponin and LIM domain containing 1"
"Ecm2",-0.0637976291097888,0.6824,"13","extracellular matrix protein 2, female organ and adipocyte specific"
"Rnf41",-0.0637827090584855,0.6156,"10","ring finger protein 41"
"Ggnbp2",0.0637624914183155,0.4172,"11","gametogenetin binding protein 2"
"Ttc38",0.0637620081927373,0.6984,"15","tetratricopeptide repeat domain 38"
"Gorab",-0.0637561076461903,0.5284,"1","golgin, RAB6-interacting"
"Ncapg2",-0.0637412860945028,0.7476,"12","non-SMC condensin II complex, subunit G2"
"Tle1",0.0637391362089064,0.2348,"4","transducin-like enhancer of split 1"
"Leprot",-0.0637313717816195,0.5156,"4","leptin receptor overlapping transcript"
"Rps13",0.0636903840191287,0.6856,"7","ribosomal protein S13"
"Lonrf1",-0.0636741184608232,0.5176,"8","LON peptidase N-terminal domain and ring finger 1"
"Trerf1",0.0636589304079349,0.7304,"17","transcriptional regulating factor 1"
"Ccdc107",0.0636239467009325,0.6936,"4","coiled-coil domain containing 107"
"Ankrd13c",0.0636225732459037,0.4616,"3","ankyrin repeat domain 13c"
"Car14",-0.0636180381927574,0.8172,"3","carbonic anhydrase 14"
"Pard3b",-0.0636179777526675,0.784,"1","par-3 family cell polarity regulator beta"
"Panx1",0.0636132246139085,0.6212,"9","pannexin 1"
"Rbak",0.0635890331475424,0.6236,"5","RB-associated KRAB zinc finger"
"Zfp874a",0.063586835805213,0.5816,"13","zinc finger protein 874a"
"Mycl",0.0635225278429932,0.6136,"4","v-myc avian myelocytomatosis viral oncogene lung carcinoma derived"
"Rpp25l",0.0635152259121692,0.7824,"4","ribonuclease P/MRP 25 subunit-like"
"Ppp6r3",0.0634861472617541,0.1224,"19","protein phosphatase 6, regulatory subunit 3"
"Csf1",0.0634801496749073,0.3776,"3","colony stimulating factor 1 (macrophage)"
"Cuedc2",0.0634799682798448,0.6736,"19","CUE domain containing 2"
"Dennd2a",-0.0634626376249088,0.166,"6","DENN/MADD domain containing 2A"
"Cops9",0.0634515183270405,0.6784,"1","COP9 signalosome subunit 9"
"Pnp",0.0634448923036564,0.6228,"14","purine-nucleoside phosphorylase"
"Bbx",-0.063435738618538,0.71,"16","bobby sox HMG box containing"
"Tmem132b",-0.0634131559666997,0.4448,"5","transmembrane protein 132B"
"Rhbdd2",-0.063409260564419,0.5008,"5","rhomboid domain containing 2"
"Snrk",-0.0634012724744943,0.6196,"9","SNF related kinase"
"Cplx1",-0.0633785372558293,0.6556,"5","complexin 1"
"Ckap5",0.0633436628656341,0.2416,"2","cytoskeleton associated protein 5"
"Plekhm3",-0.0633250770778373,0.454,"1","pleckstrin homology domain containing, family M, member 3"
"Bbs1",-0.0633241438506964,0.574,"19","Bardet-Biedl syndrome 1 (human)"
"Dnajc18",-0.06332331896754,0.3708,"18","DnaJ heat shock protein family (Hsp40) member C18"
"Praf2",0.0633124069125079,0.652,"X","PRA1 domain family 2"
"Stox2",-0.0633120821970312,0.5924,"8","storkhead box 2"
"Taok1",-0.0633085277530832,0.536,"11","TAO kinase 1"
"Gtpbp4",-0.0633079126176561,0.6416,"13","GTP binding protein 4"
"Grhpr",0.0632955440145295,0.71,"4","glyoxylate reductase/hydroxypyruvate reductase"
"Tpd52l1",0.0632076299090798,0.6444,"10","tumor protein D52-like 1"
"Tut1",0.0632037914287604,0.5768,"19","terminal uridylyl transferase 1, U6 snRNA-specific"
"Trmt9b",0.0631935455350665,0.8164,"8","tRNA methyltransferase 9B"
"Tcf7l1",-0.0631807851138335,0.714,"6","transcription factor 7 like 1 (T cell specific, HMG box)"
"Ranbp3l",0.0631686650922254,0.6856,"15","RAN binding protein 3-like"
"Gba",0.0631388526659533,0.6052,"3","glucosidase, beta, acid"
"Pld3",-0.0630978938509177,0.6524,"7","phospholipase D family, member 3"
"Sdf2l1",0.063087641992845,0.8264,"16","stromal cell-derived factor 2-like 1"
"Recql",0.0630646576205081,0.644,"6","RecQ protein-like"
"Bola3",-0.0630554082433985,0.7116,"6","bolA-like 3 (E. coli)"
"Usp28",0.0630491174255408,0.6576,"9","ubiquitin specific peptidase 28"
"Rflnb",-0.0630168000232807,0.6284,"11","refilin B"
"Tob2",0.0630048180661111,0.466,"15","transducer of ERBB2, 2"
"B4galnt4",0.0629937282197419,0.42,"7","beta-1,4-N-acetyl-galactosaminyl transferase 4"
"Adcy2",0.0629873185375374,0.4676,"13","adenylate cyclase 2"
"Uimc1",0.0629854811227322,0.7836,"13","ubiquitin interaction motif containing 1"
"Asrgl1",0.0629723802248892,0.424,"19","asparaginase like 1"
"Rbm15",-0.0629710177381937,0.7072,"3","RNA binding motif protein 15"
"Tollip",-0.0629453264339475,0.4372,"7","toll interacting protein"
"Nipsnap3b",-0.0629294405639227,0.774,"4","nipsnap homolog 3B"
"Tars",0.0628924293957782,0.4424,"15","threonyl-tRNA synthetase"
"Mrpl36",0.0628874618574553,0.6816,"13","mitochondrial ribosomal protein L36"
"Slc44a1",-0.0628688574083069,0.7492,"4","solute carrier family 44, member 1"
"Nrxn1",0.062845424251563,0.3152,"17","neurexin I"
"Tlcd1",0.0628431681473787,0.6408,"11","TLC domain containing 1"
"Tprgl",0.0628365716076074,0.6188,"4","transformation related protein 63 regulated like"
"Epn1",0.0628224967750981,0.6976,"7","epsin 1"
"Ssna1",0.0628140398173445,0.5596,"2","SS nuclear autoantigen 1"
"Herc6",-0.0628049182440866,0.804,"6","hect domain and RLD 6"
"Tmem9b",0.0627954354274616,0.6088,"7","TMEM9 domain family, member B"
"Dync2li1",-0.0627833984810597,0.5912,"17","dynein cytoplasmic 2 light intermediate chain 1"
"Zdhhc24",0.0627700221739715,0.5544,"19","zinc finger, DHHC domain containing 24"
"Gng5",0.0627532051313118,0.7028,"3","G protein subunit gamma 5"
"Mboat7",-0.0627415604045378,0.3456,"7","membrane bound O-acyltransferase domain containing 7"
"Arsa",-0.0627295078579611,0.4652,"15","arylsulfatase A"
"Ppp1r12c",0.062725662787984,0.5492,"7","protein phosphatase 1, regulatory subunit 12C"
"Slc8a3",0.0627180674820305,0.6028,"12","solute carrier family 8 (sodium/calcium exchanger), member 3"
"Slc20a2",0.0626579069789797,0.2804,"8","solute carrier family 20, member 2"
"Setmar",0.0626405170003062,0.6016,"6","SET domain without mariner transposase fusion"
"Mtmr11",-0.0626345342301664,0.6076,"3","myotubularin related protein 11"
"Cops7b",0.0626213420889323,0.576,"1","COP9 signalosome subunit 7B"
"S1pr5",-0.0625864301770278,0.7528,"9","sphingosine-1-phosphate receptor 5"
"Star",0.0625700286212449,0.752,"8","steroidogenic acute regulatory protein"
"Vamp3",0.0625601169048879,0.6096,"4","vesicle-associated membrane protein 3"
"Sema4f",0.0625583705798389,0.6608,"6","sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain"
"Zmat4",-0.0625554783762841,0.7344,"8","zinc finger, matrin type 4"
"Arpc5l",0.0625466320246719,0.5092,"2","actin related protein 2/3 complex, subunit 5-like"
"Tmem35a",0.0625383711708727,0.5708,"X","transmembrane protein 35A"
"Arhgap23",-0.062503552577704,0.4104,"11","Rho GTPase activating protein 23"
"Acox3",-0.0624995728833904,0.168,"5","acyl-Coenzyme A oxidase 3, pristanoyl"
"Ndufs4",0.0624906260107325,0.5728,"13","NADH:ubiquinone oxidoreductase core subunit S4"
"Tbcd",-0.0624828072899826,0.4456,"11","tubulin-specific chaperone d"
"Sirt6",0.0624462902599019,0.6004,"10","sirtuin 6"
"Trappc12",0.0624454827951668,0.2984,"12","trafficking protein particle complex 12"
"Tceal6",-0.06243665352621,0.5928,"X","transcription elongation factor A (SII)-like 6"
"Zbtb2",0.0624086290549091,0.4788,"10","zinc finger and BTB domain containing 2"
"Tmtc2",-0.062405783081156,0.6856,"10","transmembrane and tetratricopeptide repeat containing 2"
"Tmem161a",0.0624000227025858,0.6088,"8","transmembrane protein 161A"
"Csad",0.0623919437444966,0.7336,"15","cysteine sulfinic acid decarboxylase"
"Igsf9b",0.0623907273475721,0.8516,"9","immunoglobulin superfamily, member 9B"
"Psat1",0.0623825397803568,0.7116,"19","phosphoserine aminotransferase 1"
"Gosr2",-0.0623634898941736,0.5204,"11","golgi SNAP receptor complex member 2"
"Fnta",0.0623466642666788,0.506,"8","farnesyltransferase, CAAX box, alpha"
"Stx1a",-0.0623142614310286,0.55,"5","syntaxin 1A (brain)"
"Zfp12",0.0623102680049383,0.4644,"5","zinc finger protein 12"
"Dennd4c",-0.0623065829962317,0.7348,"4","DENN/MADD domain containing 4C"
"Cryab",0.0623012492809725,0.8196,"9","crystallin, alpha B"
"Rprd2",-0.0622907201816618,0.574,"3","regulation of nuclear pre-mRNA domain containing 2"
"Pde1b",0.0622731307379709,0.564,"15","phosphodiesterase 1B, Ca2+-calmodulin dependent"
"Ppp2r5a",0.0622619040250987,0.3648,"1","protein phosphatase 2, regulatory subunit B', alpha"
"Fam171a2",-0.0622586436507158,0.5312,"11","family with sequence similarity 171, member A2"
"Hacd2",0.0622585798988631,0.508,"16","3-hydroxyacyl-CoA dehydratase 2"
"Ncoa3",0.0622536704179728,0.6644,"2","nuclear receptor coactivator 3"
"Spty2d1",-0.0622523737588851,0.6604,"7","SPT2 chromatin protein domain containing 1"
"Tox2",-0.0622366659672373,0.6272,"2","TOX high mobility group box family member 2"
"Ppp1r37",0.0622117989429363,0.46,"7","protein phosphatase 1, regulatory subunit 37"
"Ikzf4",0.0621866210209845,0.652,"10","IKAROS family zinc finger 4"
"Itpka",0.062178689378146,0.7368,"2","inositol 1,4,5-trisphosphate 3-kinase A"
"Itga6",0.0621447053489788,0.718,"2","integrin alpha 6"
"Icosl",0.0621442291621759,0.6336,"10","icos ligand"
"Idh1",0.0621374604377651,0.4532,"1","isocitrate dehydrogenase 1 (NADP+), soluble"
"Mdga1",0.0621309761065083,0.6028,"17","MAM domain containing glycosylphosphatidylinositol anchor 1"
"Atad2",-0.0620928550061537,0.7856,"15","ATPase family, AAA domain containing 2"
"Kmt5b",-0.0620892227668275,0.6524,"19","lysine methyltransferase 5B"
"Agap1",-0.0620779780464122,0.4524,"1","ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"
"Wiz",0.0620759558144863,0.6412,"17","widely-interspaced zinc finger motifs"
"Radil",0.0620645100604005,0.746,"5","Ras association and DIL domains"
"Map9",-0.062057145752191,0.6144,"3","microtubule-associated protein 9"
"Ergic1",-0.0620419873024129,0.476,"17","endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1"
"Dio2",-0.0620377141071451,0.5304,"12","deiodinase, iodothyronine, type II"
"Zfp780b",0.062031759163049,0.6032,"7","zinc finger protein 780B"
"Slc22a23",-0.0620310107247111,0.4984,"13","solute carrier family 22, member 23"
"Tspyl3",-0.0620085353674993,0.718,"2","TSPY-like 3"
"Errfi1",-0.0620057483687857,0.7724,"4","ERBB receptor feedback inhibitor 1"
"Asns",0.0620034137716479,0.6444,"6","asparagine synthetase"
"C630043F03Rik",0.0620027871046291,0.4172,"4","RIKEN cDNA C630043F03 gene"
"Adam10",-0.0620023095191566,0.488,"9","a disintegrin and metallopeptidase domain 10"
"Rab27a",-0.0619944273402768,0.5864,"9","RAB27A, member RAS oncogene family"
"Atrnl1",-0.0619925760258031,0.5496,"19","attractin like 1"
"Slc25a4",0.0619898671361181,0.5968,"8","solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4"
"Slc5a6",-0.0619880161918274,0.7052,"5","solute carrier family 5 (sodium-dependent vitamin transporter), member 6"
"Cipc",0.0619281173684918,0.3644,"12","CLOCK interacting protein, circadian"
"St3gal4",0.0619259091437767,0.5412,"9","ST3 beta-galactoside alpha-2,3-sialyltransferase 4"
"Strn",-0.0619191954283904,0.5296,"17","striatin, calmodulin binding protein"
"Resp18",0.0619100775179864,0.6652,"1","regulated endocrine-specific protein 18"
"Kcna4",-0.0618882188447731,0.5524,"2","potassium voltage-gated channel, shaker-related subfamily, member 4"
"Gon4l",0.0618533015259981,0.6848,"3","gon-4-like (C.elegans)"
"Zik1",-0.0618494779818533,0.6928,"7","zinc finger protein interacting with K protein 1"
"Mlxip",-0.0618249330591105,0.7788,"5","MLX interacting protein"
"Elmod2",0.0618222831953856,0.618,"8","ELMO/CED-12 domain containing 2"
"Arl6",-0.061795393399406,0.402,"16","ADP-ribosylation factor-like 6"
"Pcbp2",0.0617380626840172,0.1632,"15","poly(rC) binding protein 2"
"Opa1",-0.0617314233818202,0.5636,"16","OPA1, mitochondrial dynamin like GTPase"
"Midn",-0.0617304160601284,0.7164,"10","midnolin"
"Irf1",0.0617278746504923,0.4816,"11","interferon regulatory factor 1"
"Ptp4a3",0.0617248379916511,0.5496,"15","protein tyrosine phosphatase 4a3"
"Sox1",-0.0617218474274135,0.5812,"8","SRY (sex determining region Y)-box 1"
"Pde10a",-0.0617019604658502,0.706,"17","phosphodiesterase 10A"
"Epha10",0.061677394389398,0.776,"4","Eph receptor A10"
"Usp36",-0.0616732838573624,0.7124,"11","ubiquitin specific peptidase 36"
"Prmt3",0.0616715491615114,0.3416,"7","protein arginine N-methyltransferase 3"
"Tspoap1",0.061628302243955,0.7956,"11","TSPO associated protein 1"
"Gpt2",-0.0615972348596552,0.4204,"8","glutamic pyruvate transaminase (alanine aminotransferase) 2"
"Acadl",-0.0615930555737263,0.6064,"1","acyl-Coenzyme A dehydrogenase, long-chain"
"Snta1",0.0615574872609548,0.7044,"2","syntrophin, acidic 1"
"Plpp4",-0.0615214602137488,0.772,"7","phospholipid phosphatase 4"
"Ythdf3",0.0615030952452953,0.6952,"3","YTH N6-methyladenosine RNA binding protein 3"
"Eif3f",0.0614952333919554,0.6892,"7","eukaryotic translation initiation factor 3, subunit F"
"Zfp280d",0.0614889358248147,0.5928,"9","zinc finger protein 280D"
"Tecr",0.0614798697712935,0.7332,"8","trans-2,3-enoyl-CoA reductase"
"Vac14",0.0614675624880361,0.4612,"8","Vac14 homolog (S. cerevisiae)"
"Ccdc88a",0.0614129364068088,0.7528,"11","coiled coil domain containing 88A"
"Higd1a",0.0614059346437497,0.5944,"9","HIG1 domain family, member 1A"
"Fastkd3",0.0614018065543638,0.6624,"13","FAST kinase domains 3"
"Plscr4",-0.061372906222215,0.7792,"9","phospholipid scramblase 4"
"Rhoa",0.0613596218604631,0.564,"9","ras homolog family member A"
"Bcar3",0.0613448010359852,0.4772,"3","breast cancer anti-estrogen resistance 3"
"Smoc1",0.0613441511220474,0.7012,"12","SPARC related  modular calcium binding 1"
"Pitrm1",-0.0613373285732433,0.4992,"13","pitrilysin metallepetidase 1"
"Crebrf",0.0613364391269808,0.4908,"17","CREB3 regulatory factor"
"Strap",0.061324038661545,0.4996,"6","serine/threonine kinase receptor associated protein"
"Gfra2",0.0612518765305028,0.5732,"14","glial cell line derived neurotrophic factor family receptor alpha 2"
"Ifitm10",0.0612383504899086,0.7128,"7","interferon induced transmembrane protein 10"
"Sp2",-0.0612086184546738,0.5976,"11","Sp2 transcription factor"
"Map4k4",-0.0612017619568617,0.5924,"1","mitogen-activated protein kinase kinase kinase kinase 4"
"Adam9",-0.0611904705063049,0.62,"8","a disintegrin and metallopeptidase domain 9 (meltrin gamma)"
"Polk",-0.0611882708346378,0.7376,"13","polymerase (DNA directed), kappa"
"Mvk",-0.0611408967621623,0.5996,"5","mevalonate kinase"
"Zfp949",-0.0611339637285573,0.6368,"9","zinc finger protein 949"
"Ociad1",0.0610935004097364,0.4508,"5","OCIA domain containing 1"
"Tsc22d2",0.0610194652254332,0.518,"3","TSC22 domain family, member 2"
"Mr1",0.0610165185854967,0.7964,"1","major histocompatibility complex, class I-related"
"Med24",0.0610130293765225,0.6256,"11","mediator complex subunit 24"
"Hdac11",-0.0610082431848751,0.4548,"6","histone deacetylase 11"
"Yae1d1",-0.0609929711330341,0.6624,"13","Yae1 domain containing 1"
"Bcl7c",0.0609880746672973,0.7316,"7","B cell CLL/lymphoma 7C"
"Lpin1",-0.0609731356798546,0.4744,"12","lipin 1"
"Phkg1",0.060972422110658,0.6,"5","phosphorylase kinase gamma 1"
"Gps2",0.0609572846220408,0.548,"11","G protein pathway suppressor 2"
"Zfp14",0.0609553249748997,0.4968,"7","zinc finger protein 14"
"Ube2f",0.0609435221206951,0.5368,"1","ubiquitin-conjugating enzyme E2F (putative)"
"Hace1",0.0609294589658749,0.508,"10","HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1"
"Dpagt1",0.0609003160504513,0.4748,"9","dolichyl-phosphate N-acetylglucosaminephosphotransferase 1"
"Opa3",-0.0609002232952003,0.6672,"7","optic atrophy 3"
"Acot7",0.0608832675940469,0.702,"4","acyl-CoA thioesterase 7"
"Klf13",-0.0608610878035893,0.56,"7","Kruppel-like factor 13"
"Scg5",0.060853262033155,0.6016,"2","secretogranin V"
"Zswim4",-0.060841200037947,0.436,"8","zinc finger SWIM-type containing 4"
"Srrm4",0.0608124864430319,0.6484,"5","serine/arginine repetitive matrix 4"
"Prdx5",0.0608094991745709,0.6364,"19","peroxiredoxin 5"
"A630072M18Rik",0.0607494650034894,0.5864,"5","RIKEN cDNA A630072M18 gene"
"Unk",-0.0607473706992963,0.5804,"11","unkempt family zinc finger"
"Bod1l",-0.0607340629256532,0.6848,"5","biorientation of chromosomes in cell division 1-like"
"Ypel5",0.0606979363960978,0.4016,"17","yippee like 5"
"Hecw1",-0.0606957260250027,0.698,"13","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1"
"Prkg1",0.0606937452898966,0.732,"19","protein kinase, cGMP-dependent, type I"
"Gemin4",-0.0606889427751409,0.5804,"11","gem nuclear organelle associated protein 4"
"Cep290",0.0606713528754521,0.7908,"10","centrosomal protein 290"
"Cabp7",0.0606431051844893,0.6396,"11","calcium binding protein 7"
"P2rx6",-0.0606392969240015,0.6408,"16","purinergic receptor P2X, ligand-gated ion channel, 6"
"Spred2",-0.060619071472007,0.6624,"11","sprouty-related EVH1 domain containing 2"
"Ppa2",0.0606098252753347,0.424,"3","pyrophosphatase (inorganic) 2"
"Ly6h",0.060595851066231,0.6432,"15","lymphocyte antigen 6 complex, locus H"
"Gdi2",0.0605933946843225,0.4216,"13","guanosine diphosphate (GDP) dissociation inhibitor 2"
"Rnf40",0.0605215178264649,0.278,"7","ring finger protein 40"
"Lancl1",-0.0605172271945777,0.5552,"1","LanC (bacterial lantibiotic synthetase component C)-like 1"
"Brix1",0.0605150003791808,0.6704,"15","BRX1, biogenesis of ribosomes"
"Borcs6",0.0605037885068826,0.678,"11","BLOC-1 related complex subunit 6"
"Jakmip3",0.0604981138990635,0.6032,"7","janus kinase and microtubule interacting protein 3"
"Gdap2",0.0604855779482509,0.6148,"3","ganglioside-induced differentiation-associated-protein 2"
"Lig3",0.0604828013613359,0.6604,"11","ligase III, DNA, ATP-dependent"
"Sppl2a",0.0604758129397185,0.4684,"2","signal peptide peptidase like 2A"
"Zdhhc2",0.0604671044444647,0.7176,"8","zinc finger, DHHC domain containing 2"
"Stk38",0.0604532781887821,0.7504,"17","serine/threonine kinase 38"
"Bag2",-0.0604412380766117,0.7272,"1","BCL2-associated athanogene 2"
"Pex6",0.060429601848365,0.5716,"17","peroxisomal biogenesis factor 6"
"Tmem121",0.0604156981978119,0.6296,"12","transmembrane protein 121"
